year,Washington,Illinois,California,Arizona,Massachusetts,Wisconsin,Texas,Nebraska,Utah,Oregon,Florida,NewYork,RhodeIsland,Georgia,NewHampshire,NorthCarolina,NewJersey,Colorado,Maryland,Nevada,Tennessee,Hawaii,Indiana,Kentucky,Minnesota,Oklahoma,Pennsylvania,SouthCarolina,DistrictofColumbia,Kansas,Missouri,Vermont,Virginia,Connecticut,Iowa,Louisiana,Ohio,Michigan,SouthDakota,Arkansas,Delaware,Mississippi,NewMexico,NorthDakota,Wyoming,Alaska,Maine,Alabama,Idaho,Montana,PuertoRico,VirginIslands,Guam,WestVirginia,NorthernMarianaIslands
115,12.571428571428571,115.14285714285714,68.28571428571429,24.857142857142858,132.85714285714286,8.571428571428571,34.285714285714285,3.7142857142857144,2.142857142857143,2.2857142857142856,39.285714285714285,201.57142857142858,11.428571428571429,27.0,5.285714285714286,15.857142857142858,163.57142857142858,21.285714285714285,51.857142857142854,6.571428571428571,6.571428571428571,0.0,33.142857142857146,5.571428571428571,23.428571428571427,3.4285714285714284,99.85714285714286,7.857142857142857,10.428571428571429,2.4285714285714284,16.428571428571427,0.0,26.571428571428573,60.285714285714285,12.428571428571429,29.857142857142858,37.57142857142857,63.42857142857143,1.7142857142857142,1.4285714285714286,8.285714285714286,12.0,10.0,1.2857142857142858,0.0,0.0,1.0,14.857142857142858,0.7142857142857143,0.0,2.142857142857143,0.2857142857142857,0.0,1.5714285714285714,0.0
116,13.285714285714286,116.14285714285714,77.42857142857143,19.142857142857142,127.14285714285714,8.714285714285714,34.42857142857143,4.285714285714286,2.2857142857142856,1.8571428571428572,35.42857142857143,199.57142857142858,11.428571428571429,26.428571428571427,5.428571428571429,17.571428571428573,169.42857142857142,27.428571428571427,50.142857142857146,6.285714285714286,6.857142857142857,0.0,34.857142857142854,5.571428571428571,22.571428571428573,2.7142857142857144,101.14285714285714,8.571428571428571,9.142857142857142,2.857142857142857,14.0,0.0,23.571428571428573,58.714285714285715,13.285714285714286,31.571428571428573,39.285714285714285,61.714285714285715,1.8571428571428572,1.4285714285714286,8.285714285714286,12.0,10.285714285714286,1.2857142857142858,0.0,0.0,0.8571428571428571,14.285714285714286,0.8571428571428571,0.0,2.142857142857143,0.2857142857142857,0.0,1.7142857142857142,0.0
117,12.857142857142858,112.42857142857143,74.57142857142857,21.0,123.57142857142857,7.857142857142857,34.857142857142854,4.857142857142857,1.7142857142857142,1.4285714285714286,35.57142857142857,195.57142857142858,10.142857142857142,27.571428571428573,5.714285714285714,16.714285714285715,161.85714285714286,32.42857142857143,49.0,6.142857142857143,7.285714285714286,0.0,35.857142857142854,4.857142857142857,21.571428571428573,2.5714285714285716,99.57142857142857,7.142857142857143,9.142857142857142,2.4285714285714284,14.428571428571429,0.0,25.0,58.142857142857146,13.428571428571429,30.285714285714285,39.857142857142854,50.57142857142857,1.4285714285714286,1.4285714285714286,9.285714285714286,12.714285714285714,9.714285714285714,1.0,0.0,0.0,0.8571428571428571,13.571428571428571,0.8571428571428571,0.0,2.0,0.2857142857142857,0.0,1.7142857142857142,0.0
118,11.0,110.28571428571429,74.42857142857143,20.571428571428573,116.85714285714286,7.571428571428571,35.142857142857146,4.571428571428571,1.8571428571428572,1.4285714285714286,36.0,195.71428571428572,11.0,28.714285714285715,5.571428571428571,16.857142857142858,157.28571428571428,35.142857142857146,49.714285714285715,6.285714285714286,7.285714285714286,0.0,34.714285714285715,4.857142857142857,21.857142857142858,2.2857142857142856,97.85714285714286,7.714285714285714,8.571428571428571,2.4285714285714284,14.142857142857142,0.14285714285714285,24.285714285714285,63.0,12.285714285714286,29.285714285714285,40.57142857142857,48.57142857142857,1.4285714285714286,1.0,9.428571428571429,13.0,9.285714285714286,1.1428571428571428,0.14285714285714285,0.0,0.8571428571428571,13.571428571428571,0.8571428571428571,0.0,1.7142857142857142,0.14285714285714285,0.0,1.8571428571428572,0.0
119,9.0,111.0,71.71428571428571,20.571428571428573,107.71428571428571,7.142857142857143,32.142857142857146,4.714285714285714,1.7142857142857142,1.1428571428571428,37.42857142857143,185.57142857142858,10.857142857142858,29.142857142857142,5.571428571428571,16.142857142857142,160.71428571428572,34.0,48.57142857142857,7.428571428571429,6.857142857142857,0.0,32.142857142857146,4.142857142857143,21.285714285714285,2.0,102.0,6.428571428571429,9.142857142857142,2.2857142857142856,13.857142857142858,0.14285714285714285,23.428571428571427,63.0,12.0,36.42857142857143,42.857142857142854,47.285714285714285,1.4285714285714286,0.8571428571428571,10.285714285714286,13.285714285714286,8.857142857142858,1.1428571428571428,0.42857142857142855,0.0,0.8571428571428571,12.285714285714286,0.7142857142857143,0.0,1.5714285714285714,0.0,0.0,1.5714285714285714,0.0
120,10.0,111.71428571428571,74.28571428571429,20.285714285714285,113.85714285714286,7.0,33.714285714285715,4.857142857142857,2.142857142857143,1.4285714285714286,39.0,165.0,12.571428571428571,25.714285714285715,5.714285714285714,16.285714285714285,154.0,35.42857142857143,46.42857142857143,7.428571428571429,5.285714285714286,0.0,35.142857142857146,5.142857142857143,20.428571428571427,2.2857142857142856,107.28571428571429,6.285714285714286,9.142857142857142,2.142857142857143,14.714285714285714,0.14285714285714285,21.428571428571427,61.57142857142857,11.142857142857142,33.42857142857143,40.57142857142857,49.0,1.0,1.0,9.571428571428571,13.857142857142858,8.142857142857142,1.0,0.42857142857142855,0.0,1.1428571428571428,9.857142857142858,1.1428571428571428,0.0,1.4285714285714286,0.0,0.0,1.4285714285714286,0.0
121,9.714285714285714,104.57142857142857,71.42857142857143,21.857142857142858,107.28571428571429,8.571428571428571,34.0,5.0,2.0,1.4285714285714286,38.42857142857143,156.0,10.857142857142858,25.428571428571427,5.714285714285714,15.142857142857142,149.28571428571428,33.857142857142854,44.857142857142854,6.714285714285714,5.428571428571429,0.0,35.0,6.714285714285714,21.142857142857142,3.0,98.57142857142857,6.428571428571429,8.142857142857142,2.5714285714285716,13.571428571428571,0.14285714285714285,21.0,57.714285714285715,13.428571428571429,32.42857142857143,42.57142857142857,49.42857142857143,1.0,1.4285714285714286,9.0,15.0,7.428571428571429,1.2857142857142858,0.5714285714285714,0.0,1.0,10.285714285714286,1.1428571428571428,0.0,1.4285714285714286,0.0,0.0,1.4285714285714286,0.0
122,9.0,98.42857142857143,83.57142857142857,19.857142857142858,95.14285714285714,7.571428571428571,32.0,4.428571428571429,2.2857142857142856,1.1428571428571428,38.42857142857143,149.42857142857142,12.571428571428571,32.57142857142857,6.857142857142857,14.571428571428571,128.14285714285714,31.285714285714285,41.857142857142854,6.0,4.142857142857143,0.0,38.142857142857146,7.428571428571429,20.857142857142858,2.857142857142857,84.14285714285714,6.428571428571429,7.714285714285714,2.5714285714285716,15.142857142857142,0.14285714285714285,20.571428571428573,51.857142857142854,13.714285714285714,30.285714285714285,43.142857142857146,48.857142857142854,0.5714285714285714,1.7142857142857142,8.142857142857142,14.285714285714286,7.428571428571429,1.5714285714285714,0.7142857142857143,0.0,0.5714285714285714,8.0,0.7142857142857143,0.0,1.2857142857142858,0.0,0.0,1.2857142857142858,0.0
123,7.571428571428571,95.0,71.14285714285714,17.714285714285715,90.85714285714286,7.285714285714286,28.285714285714285,3.857142857142857,2.2857142857142856,1.4285714285714286,39.0,149.57142857142858,14.285714285714286,30.857142857142858,6.428571428571429,13.428571428571429,121.0,24.857142857142858,42.285714285714285,6.0,3.857142857142857,0.0,35.714285714285715,7.857142857142857,22.714285714285715,3.142857142857143,85.71428571428571,5.571428571428571,7.142857142857143,1.8571428571428572,14.428571428571429,0.14285714285714285,22.714285714285715,50.285714285714285,15.0,31.571428571428573,41.57142857142857,47.57142857142857,0.8571428571428571,2.142857142857143,7.285714285714286,14.714285714285714,7.0,1.4285714285714286,0.7142857142857143,0.0,0.8571428571428571,8.285714285714286,0.8571428571428571,0.0,0.5714285714285714,0.0,0.0,1.1428571428571428,0.0
124,6.714285714285714,95.42857142857143,73.42857142857143,17.142857142857142,85.57142857142857,7.714285714285714,27.428571428571427,3.0,2.7142857142857144,1.4285714285714286,38.42857142857143,135.28571428571428,15.428571428571429,31.571428571428573,5.285714285714286,13.142857142857142,118.85714285714286,19.285714285714285,40.857142857142854,6.142857142857143,4.714285714285714,0.0,31.857142857142858,7.571428571428571,21.714285714285715,3.2857142857142856,90.14285714285714,6.428571428571429,7.428571428571429,1.5714285714285714,13.142857142857142,0.14285714285714285,22.428571428571427,48.0,14.285714285714286,29.142857142857142,49.42857142857143,49.0,0.8571428571428571,2.4285714285714284,5.428571428571429,15.142857142857142,7.0,1.4285714285714286,0.7142857142857143,0.0,1.0,9.142857142857142,0.8571428571428571,0.0,0.7142857142857143,0.0,0.0,1.0,0.0
125,7.571428571428571,98.0,71.42857142857143,17.142857142857142,82.14285714285714,8.142857142857142,25.285714285714285,3.4285714285714284,2.4285714285714284,1.5714285714285714,37.714285714285715,125.42857142857143,15.571428571428571,30.714285714285715,5.285714285714286,13.142857142857142,111.0,16.714285714285715,40.714285714285715,6.285714285714286,5.571428571428571,0.0,32.142857142857146,7.571428571428571,21.0,3.2857142857142856,91.57142857142857,7.142857142857143,7.0,1.5714285714285714,12.571428571428571,0.0,23.142857142857142,40.714285714285715,15.0,28.428571428571427,49.142857142857146,48.142857142857146,0.8571428571428571,2.5714285714285716,5.142857142857143,14.857142857142858,7.428571428571429,1.4285714285714286,0.5714285714285714,0.0,1.1428571428571428,9.0,0.8571428571428571,0.0,0.5714285714285714,0.0,0.0,0.7142857142857143,0.0
126,8.0,93.57142857142857,69.42857142857143,17.142857142857142,79.14285714285714,7.857142857142857,24.857142857142858,3.2857142857142856,2.5714285714285716,1.4285714285714286,36.42857142857143,119.42857142857143,14.571428571428571,28.0,5.428571428571429,13.714285714285714,101.28571428571429,15.571428571428571,39.857142857142854,4.571428571428571,5.428571428571429,0.0,31.285714285714285,7.0,21.428571428571427,3.5714285714285716,85.57142857142857,7.0,6.857142857142857,1.5714285714285714,12.142857142857142,0.0,27.714285714285715,41.857142857142854,15.0,18.142857142857142,47.142857142857146,46.42857142857143,0.8571428571428571,2.4285714285714284,5.0,15.285714285714286,7.142857142857143,1.4285714285714286,0.2857142857142857,0.0,1.0,11.0,0.7142857142857143,0.0,0.7142857142857143,0.0,0.0,0.7142857142857143,0.0
127,7.0,80.14285714285714,62.42857142857143,14.714285714285714,76.42857142857143,7.142857142857143,21.0,3.4285714285714284,1.8571428571428572,1.1428571428571428,29.571428571428573,114.85714285714286,14.571428571428571,31.0,4.571428571428571,11.142857142857142,86.42857142857143,13.571428571428571,36.0,3.2857142857142856,5.428571428571429,0.0,25.714285714285715,5.428571428571429,21.571428571428573,3.4285714285714284,71.42857142857143,6.714285714285714,5.714285714285714,1.5714285714285714,9.571428571428571,0.0,27.857142857142858,42.42857142857143,16.142857142857142,17.142857142857142,40.285714285714285,35.57142857142857,0.5714285714285714,2.4285714285714284,4.428571428571429,14.0,7.0,1.2857142857142858,0.42857142857142855,0.0,0.8571428571428571,10.857142857142858,0.5714285714285714,0.14285714285714285,0.7142857142857143,0.0,0.0,0.8571428571428571,0.0
128,8.714285714285714,81.57142857142857,63.857142857142854,12.0,68.71428571428571,8.285714285714286,22.142857142857142,3.857142857142857,2.142857142857143,0.5714285714285714,31.857142857142858,114.14285714285714,16.714285714285715,33.142857142857146,4.714285714285714,15.142857142857142,84.57142857142857,13.428571428571429,38.42857142857143,3.4285714285714284,6.285714285714286,0.0,23.714285714285715,5.571428571428571,22.285714285714285,3.2857142857142856,70.85714285714286,8.428571428571429,5.428571428571429,1.4285714285714286,8.857142857142858,0.0,29.571428571428573,39.142857142857146,13.714285714285714,16.285714285714285,37.57142857142857,39.142857142857146,1.1428571428571428,1.8571428571428572,4.857142857142857,14.285714285714286,6.571428571428571,1.4285714285714286,0.42857142857142855,0.0,1.1428571428571428,8.714285714285714,0.7142857142857143,0.14285714285714285,0.5714285714285714,0.0,0.0,0.7142857142857143,0.0
129,8.857142857142858,84.42857142857143,59.714285714285715,13.428571428571429,70.28571428571429,9.0,19.714285714285715,3.142857142857143,2.0,0.8571428571428571,31.428571428571427,110.71428571428571,17.285714285714285,27.571428571428573,4.714285714285714,17.857142857142858,79.71428571428571,16.0,38.42857142857143,4.142857142857143,5.571428571428571,0.0,22.142857142857142,4.428571428571429,22.714285714285715,3.142857142857143,72.85714285714286,7.714285714285714,5.857142857142857,1.4285714285714286,6.428571428571429,0.14285714285714285,34.142857142857146,34.857142857142854,13.714285714285714,15.857142857142858,37.42857142857143,34.714285714285715,1.0,2.142857142857143,4.0,16.142857142857142,5.857142857142857,1.2857142857142858,0.42857142857142855,0.0,1.5714285714285714,8.857142857142858,0.7142857142857143,0.14285714285714285,0.7142857142857143,0.0,0.0,0.42857142857142855,0.0
130,8.428571428571429,81.14285714285714,64.85714285714286,15.714285714285714,70.0,10.428571428571429,21.0,4.0,2.0,0.5714285714285714,31.857142857142858,104.71428571428571,16.285714285714285,24.857142857142858,4.857142857142857,19.142857142857142,78.0,16.142857142857142,37.0,4.0,5.857142857142857,0.0,24.142857142857142,5.142857142857143,22.142857142857142,3.142857142857143,62.142857142857146,9.142857142857142,6.0,1.2857142857142858,8.571428571428571,0.14285714285714285,31.714285714285715,33.0,12.0,13.857142857142858,37.0,35.42857142857143,1.2857142857142858,2.7142857142857144,4.857142857142857,16.285714285714285,6.0,1.4285714285714286,0.42857142857142855,0.0,1.4285714285714286,9.857142857142858,0.42857142857142855,0.14285714285714285,0.8571428571428571,0.0,0.0,0.2857142857142857,0.0
131,9.142857142857142,78.71428571428571,63.714285714285715,14.857142857142858,66.28571428571429,11.571428571428571,22.0,3.857142857142857,2.142857142857143,0.8571428571428571,30.571428571428573,101.71428571428571,16.285714285714285,25.571428571428573,4.857142857142857,20.0,79.0,16.571428571428573,38.0,3.5714285714285716,5.0,0.0,23.0,6.0,25.0,3.2857142857142856,59.42857142857143,8.857142857142858,5.0,1.2857142857142858,13.857142857142858,0.14285714285714285,30.142857142857142,33.857142857142854,12.142857142857142,14.571428571428571,27.571428571428573,34.285714285714285,1.7142857142857142,2.5714285714285716,5.285714285714286,15.285714285714286,6.142857142857143,1.5714285714285714,0.5714285714285714,0.0,1.7142857142857142,9.857142857142858,0.42857142857142855,0.14285714285714285,0.8571428571428571,0.0,0.0,0.42857142857142855,0.0
132,8.142857142857142,77.42857142857143,64.57142857142857,15.142857142857142,67.71428571428571,12.0,21.428571428571427,3.5714285714285716,2.2857142857142856,0.7142857142857143,30.571428571428573,93.28571428571429,15.714285714285714,31.428571428571427,5.142857142857143,20.0,80.71428571428571,16.142857142857142,36.42857142857143,3.5714285714285716,4.0,0.0,22.571428571428573,6.0,24.571428571428573,3.2857142857142856,58.57142857142857,8.428571428571429,4.857142857142857,1.5714285714285714,13.571428571428571,0.14285714285714285,29.142857142857142,35.857142857142854,11.571428571428571,14.428571428571429,26.571428571428573,37.57142857142857,1.7142857142857142,2.4285714285714284,5.714285714285714,15.571428571428571,5.571428571428571,1.5714285714285714,0.5714285714285714,0.0,1.5714285714285714,11.285714285714286,0.42857142857142855,0.14285714285714285,1.2857142857142858,0.0,0.0,0.42857142857142855,0.0
133,8.142857142857142,78.0,68.42857142857143,16.0,88.42857142857143,11.857142857142858,22.714285714285715,4.0,2.142857142857143,0.8571428571428571,29.714285714285715,89.71428571428571,16.0,33.857142857142854,5.0,20.428571428571427,82.42857142857143,17.857142857142858,35.714285714285715,3.4285714285714284,3.857142857142857,0.0,22.571428571428573,6.0,24.285714285714285,3.0,59.285714285714285,8.571428571428571,4.0,2.2857142857142856,13.142857142857142,0.14285714285714285,26.285714285714285,31.714285714285715,14.0,15.857142857142858,31.285714285714285,40.714285714285715,1.7142857142857142,2.2857142857142856,5.142857142857143,14.857142857142858,6.0,1.4285714285714286,0.7142857142857143,0.0,1.5714285714285714,11.428571428571429,0.5714285714285714,0.14285714285714285,1.0,0.0,0.0,0.42857142857142855,0.0
134,6.857142857142857,86.71428571428571,71.57142857142857,19.428571428571427,87.42857142857143,13.285714285714286,25.714285714285715,3.857142857142857,1.7142857142857142,1.2857142857142858,38.714285714285715,86.57142857142857,14.0,29.0,6.0,23.0,82.71428571428571,17.428571428571427,37.714285714285715,3.4285714285714284,5.571428571428571,0.0,27.571428571428573,6.285714285714286,24.857142857142858,3.0,70.71428571428571,7.857142857142857,4.285714285714286,3.2857142857142856,14.142857142857142,0.14285714285714285,24.428571428571427,29.0,12.0,19.142857142857142,36.57142857142857,42.285714285714285,1.7142857142857142,2.4285714285714284,5.428571428571429,16.428571428571427,6.0,2.0,0.5714285714285714,0.0,2.142857142857143,10.428571428571429,0.2857142857142857,0.0,1.2857142857142858,0.0,0.0,0.5714285714285714,0.0
135,5.571428571428571,78.14285714285714,65.85714285714286,21.714285714285715,86.42857142857143,11.285714285714286,24.0,3.0,1.7142857142857142,1.5714285714285714,35.285714285714285,82.71428571428571,12.428571428571429,26.857142857142858,6.0,20.571428571428573,77.28571428571429,14.428571428571429,35.57142857142857,3.857142857142857,4.714285714285714,0.0,25.285714285714285,5.428571428571429,22.142857142857142,2.7142857142857144,64.57142857142857,7.428571428571429,4.0,2.857142857142857,13.714285714285714,0.14285714285714285,21.0,26.571428571428573,11.142857142857142,21.142857142857142,36.42857142857143,35.0,1.1428571428571428,3.142857142857143,4.428571428571429,16.0,6.571428571428571,1.4285714285714286,0.42857142857142855,0.0,2.0,10.0,0.14285714285714285,0.0,1.5714285714285714,0.0,0.0,0.5714285714285714,0.0
136,4.857142857142857,78.14285714285714,63.142857142857146,20.428571428571427,80.14285714285714,11.0,25.0,3.2857142857142856,1.5714285714285714,1.1428571428571428,34.714285714285715,81.85714285714286,11.285714285714286,24.857142857142858,5.857142857142857,19.142857142857142,81.28571428571429,12.857142857142858,34.285714285714285,2.7142857142857144,7.0,0.0,23.285714285714285,6.428571428571429,21.285714285714285,2.5714285714285716,66.42857142857143,7.857142857142857,3.142857142857143,3.0,13.0,0.0,15.285714285714286,25.857142857142858,11.428571428571429,20.428571428571427,34.42857142857143,33.142857142857146,1.4285714285714286,3.7142857142857144,5.857142857142857,14.428571428571429,6.857142857142857,1.2857142857142858,0.2857142857142857,0.0,1.5714285714285714,8.857142857142858,0.14285714285714285,0.0,1.2857142857142858,0.0,0.0,0.7142857142857143,0.0
137,5.714285714285714,75.14285714285714,58.0,18.714285714285715,73.85714285714286,9.285714285714286,25.142857142857142,2.2857142857142856,1.8571428571428572,1.4285714285714286,35.285714285714285,75.85714285714286,11.285714285714286,27.142857142857142,5.714285714285714,16.142857142857142,74.0,12.428571428571429,33.714285714285715,3.0,7.0,0.0,21.142857142857142,6.0,21.857142857142858,2.2857142857142856,69.28571428571429,7.857142857142857,2.7142857142857144,3.4285714285714284,10.857142857142858,0.0,13.571428571428571,24.285714285714285,10.285714285714286,20.857142857142858,32.0,64.0,0.8571428571428571,2.857142857142857,4.571428571428571,13.285714285714286,6.142857142857143,1.7142857142857142,0.2857142857142857,0.0,1.8571428571428572,9.428571428571429,0.14285714285714285,0.14285714285714285,1.2857142857142858,0.0,0.0,1.4285714285714286,0.0
138,5.285714285714286,75.71428571428571,58.857142857142854,20.428571428571427,74.42857142857143,8.285714285714286,23.428571428571427,2.7142857142857144,1.2857142857142858,1.4285714285714286,34.42857142857143,73.0,8.714285714285714,24.857142857142858,5.857142857142857,16.714285714285715,67.42857142857143,12.0,33.0,2.857142857142857,7.571428571428571,0.0,23.857142857142858,5.571428571428571,20.714285714285715,1.8571428571428572,64.14285714285714,8.285714285714286,3.0,3.5714285714285716,5.857142857142857,0.0,12.857142857142858,20.428571428571427,10.142857142857142,20.0,31.571428571428573,61.57142857142857,0.42857142857142855,3.0,4.142857142857143,12.571428571428571,5.857142857142857,1.7142857142857142,0.14285714285714285,0.0,1.2857142857142858,10.142857142857142,0.14285714285714285,0.14285714285714285,1.2857142857142858,0.0,0.0,1.2857142857142858,0.0
139,5.285714285714286,73.28571428571429,58.714285714285715,20.285714285714285,67.14285714285714,7.714285714285714,23.285714285714285,2.5714285714285716,1.1428571428571428,1.5714285714285714,35.57142857142857,69.14285714285714,7.714285714285714,18.428571428571427,5.857142857142857,16.142857142857142,68.28571428571429,11.714285714285714,31.0,2.7142857142857144,7.714285714285714,0.0,24.142857142857142,5.714285714285714,21.0,2.0,63.142857142857146,7.428571428571429,3.2857142857142856,3.2857142857142856,5.571428571428571,0.0,13.857142857142858,18.142857142857142,9.857142857142858,20.714285714285715,31.714285714285715,58.142857142857146,0.42857142857142855,3.0,4.571428571428571,11.857142857142858,5.714285714285714,1.5714285714285714,0.14285714285714285,0.0,1.4285714285714286,8.857142857142858,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.0,0.0,1.2857142857142858,0.0
140,5.0,97.71428571428571,56.0,19.142857142857142,45.42857142857143,7.571428571428571,23.0,1.8571428571428572,1.5714285714285714,1.4285714285714286,36.0,67.57142857142857,11.285714285714286,17.0,5.857142857142857,16.857142857142858,70.42857142857143,12.142857142857142,32.0,3.142857142857143,8.0,0.0,24.857142857142858,6.0,21.142857142857142,2.0,61.857142857142854,8.142857142857142,3.2857142857142856,2.857142857142857,6.571428571428571,0.0,12.142857142857142,17.142857142857142,9.285714285714286,20.428571428571427,28.285714285714285,55.857142857142854,0.42857142857142855,3.142857142857143,4.285714285714286,14.0,5.428571428571429,1.5714285714285714,0.0,0.0,1.4285714285714286,10.285714285714286,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,1.1428571428571428,0.0
141,6.0,95.71428571428571,59.285714285714285,18.714285714285715,46.142857142857146,7.428571428571429,22.0,1.7142857142857142,2.0,1.7142857142857142,33.57142857142857,66.0,10.857142857142858,25.714285714285715,5.428571428571429,17.0,76.14285714285714,11.285714285714286,30.571428571428573,3.5714285714285716,7.428571428571429,0.0,20.285714285714285,6.142857142857143,20.857142857142858,2.0,57.142857142857146,9.571428571428571,3.5714285714285716,1.5714285714285714,8.142857142857142,0.0,12.714285714285714,17.857142857142858,9.285714285714286,17.428571428571427,23.285714285714285,54.857142857142854,0.8571428571428571,3.5714285714285716,5.285714285714286,11.428571428571429,5.285714285714286,1.0,0.0,0.14285714285714285,0.8571428571428571,10.857142857142858,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.0,0.0,0.8571428571428571,0.0
142,5.428571428571429,91.0,63.857142857142854,16.714285714285715,43.142857142857146,8.714285714285714,21.428571428571427,2.857142857142857,1.5714285714285714,1.4285714285714286,33.57142857142857,65.42857142857143,10.0,28.571428571428573,5.142857142857143,17.857142857142858,71.0,11.285714285714286,29.0,2.857142857142857,7.142857142857143,0.0,21.142857142857142,5.714285714285714,24.285714285714285,2.0,57.285714285714285,8.142857142857142,3.7142857142857144,2.0,8.571428571428571,0.0,12.285714285714286,18.714285714285715,9.142857142857142,14.0,22.571428571428573,54.142857142857146,1.0,3.2857142857142856,5.428571428571429,12.285714285714286,5.0,1.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,13.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.0,0.0,1.0,0.0
143,6.857142857142857,88.0,65.28571428571429,18.571428571428573,41.57142857142857,9.142857142857142,21.285714285714285,3.4285714285714284,2.0,1.7142857142857142,34.42857142857143,60.0,9.571428571428571,31.571428571428573,5.0,17.285714285714285,67.57142857142857,10.142857142857142,29.571428571428573,4.428571428571429,5.714285714285714,0.0,21.285714285714285,6.285714285714286,22.0,1.8571428571428572,46.42857142857143,9.0,3.857142857142857,1.7142857142857142,9.571428571428571,0.0,10.714285714285714,19.857142857142858,7.285714285714286,14.857142857142858,21.571428571428573,54.42857142857143,1.2857142857142858,2.857142857142857,4.0,10.571428571428571,5.428571428571429,1.1428571428571428,0.14285714285714285,0.14285714285714285,0.7142857142857143,14.571428571428571,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.0,0.0,1.0,0.0
144,6.714285714285714,90.71428571428571,62.285714285714285,20.142857142857142,43.285714285714285,9.142857142857142,20.571428571428573,4.0,2.7142857142857144,1.8571428571428572,31.0,63.57142857142857,8.714285714285714,34.42857142857143,5.285714285714286,18.142857142857142,62.857142857142854,10.142857142857142,28.285714285714285,3.7142857142857144,8.0,0.0,19.714285714285715,7.0,20.857142857142858,2.0,39.57142857142857,7.857142857142857,3.857142857142857,1.4285714285714286,9.714285714285714,0.0,11.571428571428571,17.285714285714285,7.571428571428571,12.0,21.857142857142858,20.0,1.2857142857142858,3.4285714285714284,3.7142857142857144,11.142857142857142,5.571428571428571,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.2857142857142857,13.285714285714286,0.5714285714285714,0.0,0.7142857142857143,0.0,0.0,0.5714285714285714,0.0
145,7.571428571428571,84.71428571428571,61.857142857142854,20.571428571428573,41.0,7.714285714285714,21.285714285714285,3.5714285714285716,2.5714285714285716,1.7142857142857142,33.857142857142854,63.142857142857146,8.714285714285714,37.714285714285715,5.0,16.428571428571427,69.0,10.142857142857142,26.571428571428573,3.7142857142857144,7.428571428571429,0.0,17.285714285714285,6.714285714285714,19.0,1.7142857142857142,39.714285714285715,7.714285714285714,4.0,1.4285714285714286,9.571428571428571,0.0,11.571428571428571,18.714285714285715,7.0,11.285714285714286,26.285714285714285,17.571428571428573,1.4285714285714286,3.2857142857142856,4.142857142857143,11.142857142857142,5.571428571428571,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,12.0,0.5714285714285714,0.0,0.5714285714285714,0.0,0.0,0.5714285714285714,0.0
146,8.142857142857142,81.85714285714286,62.285714285714285,20.857142857142858,44.0,7.714285714285714,21.285714285714285,3.5714285714285716,2.5714285714285716,1.7142857142857142,33.0,60.285714285714285,8.714285714285714,38.285714285714285,4.857142857142857,16.428571428571427,64.14285714285714,10.285714285714286,27.142857142857142,3.7142857142857144,7.571428571428571,0.0,17.0,6.571428571428571,18.857142857142858,1.5714285714285714,39.714285714285715,7.714285714285714,3.7142857142857144,1.4285714285714286,9.571428571428571,0.0,10.571428571428571,18.571428571428573,6.571428571428571,11.142857142857142,25.714285714285715,17.428571428571427,1.4285714285714286,3.5714285714285716,3.4285714285714284,10.571428571428571,5.571428571428571,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,11.571428571428571,0.7142857142857143,0.14285714285714285,0.7142857142857143,0.0,0.0,0.5714285714285714,0.0
147,7.857142857142857,57.285714285714285,63.0,21.714285714285715,41.857142857142854,7.571428571428571,23.142857142857142,4.285714285714286,2.7142857142857144,2.2857142857142856,32.285714285714285,58.0,7.428571428571429,40.142857142857146,4.857142857142857,16.428571428571427,66.0,8.857142857142858,24.428571428571427,3.4285714285714284,8.571428571428571,0.0,16.714285714285715,5.285714285714286,18.142857142857142,1.5714285714285714,42.857142857142854,6.428571428571429,3.4285714285714284,1.2857142857142858,9.0,0.0,10.714285714285714,17.142857142857142,5.428571428571429,10.571428571428571,24.142857142857142,15.571428571428571,1.4285714285714286,3.857142857142857,3.5714285714285716,8.285714285714286,5.714285714285714,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857,8.0,0.8571428571428571,0.14285714285714285,0.7142857142857143,0.0,0.0,0.5714285714285714,0.0
