year,Washington,Illinois,California,Arizona,Massachusetts,Wisconsin,Texas,Nebraska,Utah,Oregon,Florida,NewYork,RhodeIsland,Georgia,NewHampshire,NorthCarolina,NewJersey,Colorado,Maryland,Nevada,Tennessee,Hawaii,Indiana,Kentucky,Minnesota,Oklahoma,Pennsylvania,SouthCarolina,DistrictofColumbia,Kansas,Missouri,Vermont,Virginia,Connecticut,Iowa,Louisiana,Ohio,Michigan,SouthDakota,Arkansas,Delaware,Mississippi,NewMexico,NorthDakota,Wyoming,Alaska,Maine,Alabama,Idaho,Montana,PuertoRico,VirginIslands,Guam,WestVirginia,NorthernMarianaIslands,AmericanSamoa
130,264.42857142857144,1726.2857142857142,2320.285714285714,408.14285714285717,660.4285714285714,468.85714285714283,1100.5714285714287,284.7142857142857,175.0,38.42857142857143,720.8571428571429,1445.2857142857142,128.42857142857142,593.4285714285714,68.28571428571429,724.8571428571429,875.0,306.57142857142856,1013.1428571428571,120.57142857142857,405.0,1.0,462.0,142.85714285714286,646.7142857142857,69.85714285714286,681.1428571428571,213.28571428571428,92.14285714285714,108.28571428571429,164.57142857142858,3.2857142857142856,1083.2857142857142,303.14285714285717,358.42857142857144,265.57142857142856,538.7142857142857,389.14285714285717,72.85714285714286,166.42857142857142,101.0,309.42857142857144,124.0,29.428571428571427,12.571428571428571,4.571428571428571,39.714285714285715,480.14285714285717,29.857142857142858,2.0,88.14285714285714,0.0,1.0,38.142857142857146,0.0,0
131,268.2857142857143,1598.5714285714287,2469.285714285714,459.2857142857143,662.7142857142857,474.14285714285717,1135.0,273.85714285714283,184.42857142857142,42.42857142857143,756.7142857142857,1389.4285714285713,123.85714285714286,561.1428571428571,65.14285714285714,718.5714285714286,929.1428571428571,307.42857142857144,1007.7142857142857,107.14285714285714,415.85714285714283,1.1428571428571428,484.2857142857143,153.57142857142858,620.8571428571429,65.42857142857143,669.5714285714286,214.14285714285714,107.28571428571429,104.0,170.85714285714286,3.2857142857142856,1123.142857142857,285.7142857142857,348.2857142857143,359.57142857142856,518.0,363.42857142857144,70.28571428571429,176.85714285714286,104.57142857142857,317.7142857142857,118.42857142857143,27.428571428571427,12.142857142857142,4.571428571428571,38.42857142857143,458.57142857142856,30.571428571428573,3.7142857142857144,88.28571428571429,0.14285714285714285,1.0,37.142857142857146,0.0,0
132,260.7142857142857,1435.2857142857142,2624.4285714285716,513.8571428571429,612.8571428571429,444.42857142857144,1274.857142857143,281.14285714285717,205.28571428571428,45.142857142857146,756.5714285714286,1318.4285714285713,123.28571428571429,580.2857142857143,71.71428571428571,779.2857142857143,898.7142857142857,317.7142857142857,933.8571428571429,106.0,388.0,1.2857142857142858,468.2857142857143,156.42857142857142,611.1428571428571,67.0,651.7142857142857,252.14285714285714,98.71428571428571,106.14285714285714,169.0,3.5714285714285716,1194.7142857142858,247.57142857142858,312.42857142857144,389.7142857142857,514.5714285714286,391.2857142857143,61.42857142857143,190.14285714285714,98.42857142857143,321.2857142857143,106.57142857142857,23.142857142857142,12.857142857142858,8.571428571428571,38.57142857142857,496.2857142857143,29.285714285714285,5.142857142857143,83.85714285714286,0.14285714285714285,1.2857142857142858,34.142857142857146,0.0,0
133,286.7142857142857,1345.4285714285713,2660.8571428571427,508.85714285714283,1076.2857142857142,424.0,1370.142857142857,284.42857142857144,215.0,50.57142857142857,726.2857142857143,1270.7142857142858,132.28571428571428,620.4285714285714,69.71428571428571,767.2857142857143,832.2857142857143,329.57142857142856,897.2857142857143,106.0,387.0,1.2857142857142858,456.42857142857144,178.71428571428572,556.2857142857143,69.0,625.4285714285714,281.42857142857144,90.28571428571429,118.71428571428571,175.28571428571428,3.0,1095.857142857143,266.7142857142857,308.7142857142857,362.2857142857143,501.0,517.0,64.0,202.0,91.42857142857143,327.7142857142857,110.57142857142857,24.428571428571427,9.571428571428571,9.142857142857142,39.285714285714285,506.85714285714283,34.857142857142854,5.714285714285714,87.57142857142857,0.14285714285714285,1.2857142857142858,35.142857142857146,0.0,0
134,295.7142857142857,1394.0,2593.8571428571427,638.1428571428571,1067.142857142857,440.2857142857143,1484.7142857142858,284.7142857142857,230.71428571428572,52.857142857142854,741.7142857142857,1316.0,128.85714285714286,571.0,74.0,837.7142857142857,825.8571428571429,317.2857142857143,934.4285714285714,114.14285714285714,505.42857142857144,1.4285714285714286,467.57142857142856,158.85714285714286,507.0,79.28571428571429,634.5714285714286,285.57142857142856,78.85714285714286,113.0,197.85714285714286,3.0,985.2857142857143,239.42857142857142,288.2857142857143,372.14285714285717,477.7142857142857,520.0,59.0,234.0,88.42857142857143,327.0,127.71428571428571,32.42857142857143,8.857142857142858,11.571428571428571,38.285714285714285,445.85714285714283,33.714285714285715,6.285714285714286,87.28571428571429,0.14285714285714285,1.0,28.857142857142858,0.14285714285714285,0
135,278.7142857142857,1381.0,2647.714285714286,711.8571428571429,1053.142857142857,444.2857142857143,1491.5714285714287,270.14285714285717,264.0,51.142857142857146,875.7142857142857,1303.2857142857142,123.71428571428571,571.1428571428571,72.71428571428571,889.4285714285714,777.1428571428571,324.42857142857144,939.2857142857143,114.28571428571429,523.4285714285714,1.2857142857142858,481.0,167.42857142857142,486.7142857142857,82.28571428571429,603.5714285714286,289.7142857142857,87.14285714285714,118.28571428571429,199.42857142857142,2.7142857142857144,950.8571428571429,257.57142857142856,275.7142857142857,364.2857142857143,479.0,492.2857142857143,64.42857142857143,255.71428571428572,88.0,325.42857142857144,126.85714285714286,34.285714285714285,7.857142857142857,14.142857142857142,40.142857142857146,402.7142857142857,37.0,6.285714285714286,89.42857142857143,0.2857142857142857,0.8571428571428571,25.428571428571427,0.2857142857142857,0
136,272.57142857142856,1288.7142857142858,2692.285714285714,722.1428571428571,1024.0,411.85714285714283,1501.4285714285713,265.2857142857143,272.14285714285717,55.42857142857143,985.4285714285714,1202.5714285714287,118.71428571428571,595.0,69.57142857142857,951.4285714285714,673.5714285714286,318.57142857142856,879.4285714285714,124.42857142857143,515.8571428571429,1.0,445.7142857142857,181.57142857142858,475.2857142857143,91.0,588.0,316.7142857142857,89.71428571428571,117.0,210.14285714285714,7.428571428571429,922.1428571428571,240.0,324.42857142857144,395.14285714285717,481.0,467.2857142857143,64.85714285714286,269.57142857142856,82.14285714285714,312.57142857142856,141.28571428571428,32.142857142857146,6.428571428571429,16.0,36.714285714285715,363.14285714285717,40.57142857142857,7.428571428571429,146.0,0.2857142857142857,1.0,23.857142857142858,0.5714285714285714,0
137,309.85714285714283,1217.5714285714287,2781.0,843.4285714285714,1006.4285714285714,381.85714285714283,1607.142857142857,246.42857142857142,294.57142857142856,64.57142857142857,998.7142857142857,1130.142857142857,115.14285714285714,627.4285714285714,65.85714285714286,954.5714285714286,641.7142857142857,285.57142857142856,825.1428571428571,133.0,514.2857142857143,2.0,442.85714285714283,194.71428571428572,492.85714285714283,95.14285714285714,547.8571428571429,331.7142857142857,94.42857142857143,95.28571428571429,223.71428571428572,7.428571428571429,857.0,242.57142857142858,330.42857142857144,456.14285714285717,456.0,1022.1428571428571,58.714285714285715,267.7142857142857,76.71428571428571,282.7142857142857,168.42857142857142,32.142857142857146,6.0,18.428571428571427,36.57142857142857,336.57142857142856,43.857142857142854,6.571428571428571,139.0,0.2857142857142857,1.0,21.0,0.5714285714285714,0
138,307.0,1137.2857142857142,2721.0,894.5714285714286,975.8571428571429,354.57142857142856,1668.7142857142858,234.0,330.7142857142857,69.57142857142857,1047.7142857142858,1090.142857142857,88.85714285714286,658.1428571428571,67.71428571428571,1006.8571428571429,612.1428571428571,250.0,776.7142857142857,139.28571428571428,526.1428571428571,2.857142857142857,409.14285714285717,210.28571428571428,473.14285714285717,91.71428571428571,531.1428571428571,360.2857142857143,78.85714285714286,95.71428571428571,220.14285714285714,9.857142857142858,826.5714285714286,256.57142857142856,313.0,416.42857142857144,439.57142857142856,1049.7142857142858,58.142857142857146,298.2857142857143,60.42857142857143,257.85714285714283,168.0,37.42857142857143,5.857142857142857,19.714285714285715,34.57142857142857,383.42857142857144,42.714285714285715,5.0,171.0,0.14285714285714285,1.0,21.0,0.5714285714285714,0
139,321.42857142857144,1068.857142857143,2697.5714285714284,998.2857142857143,924.4285714285714,366.0,1567.7142857142858,219.0,322.14285714285717,80.85714285714286,1110.7142857142858,1043.4285714285713,73.28571428571429,617.1428571428571,56.0,996.7142857142857,531.2857142857143,231.85714285714286,733.8571428571429,149.28571428571428,568.4285714285714,3.0,414.14285714285717,208.0,433.85714285714283,92.14285714285714,540.4285714285714,346.42857142857144,75.85714285714286,95.85714285714286,241.14285714285714,11.714285714285714,867.7142857142857,252.42857142857142,310.42857142857144,415.14285714285717,423.2857142857143,1037.142857142857,63.57142857142857,310.42857142857144,63.42857142857143,252.71428571428572,178.71428571428572,40.57142857142857,6.285714285714286,17.0,35.0,364.0,42.57142857142857,4.285714285714286,172.71428571428572,0.14285714285714285,0.5714285714285714,19.142857142857142,0.7142857142857143,0
140,331.57142857142856,1125.2857142857142,2663.4285714285716,1091.142857142857,403.0,376.85714285714283,1606.4285714285713,201.0,336.0,89.14285714285714,1153.4285714285713,1010.1428571428571,93.0,605.4285714285714,56.285714285714285,1030.4285714285713,511.2857142857143,229.42857142857142,712.7142857142857,159.14285714285714,567.8571428571429,3.142857142857143,409.85714285714283,221.57142857142858,431.0,90.42857142857143,528.2857142857143,378.85714285714283,76.0,88.71428571428571,233.71428571428572,13.142857142857142,836.1428571428571,193.14285714285714,331.7142857142857,387.2857142857143,407.57142857142856,925.1428571428571,62.42857142857143,328.14285714285717,52.42857142857143,288.0,180.28571428571428,36.42857142857143,7.142857142857143,18.714285714285715,34.142857142857146,341.57142857142856,41.285714285714285,4.142857142857143,167.57142857142858,0.14285714285714285,0.7142857142857143,19.0,0.8571428571428571,0
141,312.57142857142856,1011.0,2737.714285714286,1020.8571428571429,389.42857142857144,359.2857142857143,1615.0,182.42857142857142,343.14285714285717,98.42857142857143,1221.857142857143,914.2857142857143,82.71428571428571,672.2857142857143,54.714285714285715,1048.7142857142858,464.42857142857144,222.71428571428572,673.1428571428571,169.71428571428572,481.0,3.857142857142857,408.0,229.14285714285714,430.85714285714283,96.0,521.2857142857143,401.85714285714283,84.0,91.85714285714286,224.85714285714286,13.714285714285714,785.5714285714286,171.42857142857142,322.0,409.7142857142857,401.7142857142857,930.0,65.28571428571429,323.14285714285717,47.857142857142854,298.42857142857144,154.42857142857142,36.42857142857143,8.285714285714286,17.571428571428573,32.714285714285715,378.7142857142857,41.57142857142857,4.428571428571429,178.57142857142858,0.2857142857142857,0.42857142857142855,17.571428571428573,1.0,0
142,309.14285714285717,944.2857142857143,2818.8571428571427,1105.142857142857,366.2857142857143,599.2857142857143,1746.4285714285713,165.57142857142858,346.2857142857143,100.0,1229.5714285714287,860.1428571428571,76.71428571428571,679.1428571428571,54.714285714285715,1041.7142857142858,468.2857142857143,205.42857142857142,642.4285714285714,180.85714285714286,479.2857142857143,4.285714285714286,384.0,220.57142857142858,431.2857142857143,96.42857142857143,505.57142857142856,444.0,74.42857142857143,92.85714285714286,234.57142857142858,15.0,753.1428571428571,179.42857142857142,336.7142857142857,414.14285714285717,397.57142857142856,912.4285714285714,63.285714285714285,328.7142857142857,49.142857142857146,308.7142857142857,158.57142857142858,37.42857142857143,9.285714285714286,18.0,31.285714285714285,448.2857142857143,38.857142857142854,5.142857142857143,186.57142857142858,0.14285714285714285,0.42857142857142855,16.571428571428573,0.8571428571428571,0
143,310.42857142857144,940.2857142857143,2970.285714285714,1243.857142857143,372.0,578.8571428571429,1777.4285714285713,171.14285714285714,358.2857142857143,111.0,1269.4285714285713,813.1428571428571,76.71428571428571,686.2857142857143,47.57142857142857,1065.5714285714287,469.42857142857144,183.71428571428572,619.0,192.28571428571428,484.57142857142856,5.142857142857143,387.0,192.42857142857142,437.57142857142856,102.71428571428571,502.2857142857143,490.85714285714283,67.0,93.14285714285714,234.0,12.0,684.4285714285714,174.57142857142858,308.57142857142856,416.0,388.85714285714283,916.0,59.714285714285715,341.57142857142856,51.42857142857143,274.7142857142857,145.0,39.142857142857146,12.571428571428571,17.714285714285715,31.571428571428573,539.0,35.57142857142857,3.7142857142857144,120.57142857142857,0.14285714285714285,0.5714285714285714,16.428571428571427,0.5714285714285714,0
144,290.0,881.7142857142857,2967.8571428571427,1256.857142857143,357.42857142857144,572.8571428571429,1815.4285714285713,162.0,333.85714285714283,114.71428571428571,1354.7142857142858,781.5714285714286,72.28571428571429,703.0,42.57142857142857,1150.0,404.0,172.28571428571428,550.7142857142857,199.71428571428572,488.42857142857144,5.857142857142857,373.57142857142856,185.85714285714286,405.0,120.57142857142857,524.2857142857143,531.0,65.0,94.14285714285714,228.0,13.142857142857142,668.4285714285714,175.57142857142858,303.2857142857143,429.7142857142857,380.85714285714283,305.2857142857143,66.42857142857143,413.7142857142857,57.142857142857146,331.7142857142857,122.0,38.714285714285715,13.428571428571429,17.571428571428573,34.142857142857146,617.5714285714286,34.714285714285715,4.857142857142857,130.85714285714286,0.14285714285714285,0.7142857142857143,18.571428571428573,0.5714285714285714,0
145,307.57142857142856,838.0,3041.0,1322.2857142857142,323.2857142857143,575.5714285714286,1863.2857142857142,155.85714285714286,313.57142857142856,124.42857142857143,1542.0,757.1428571428571,72.28571428571429,747.8571428571429,40.0,1157.4285714285713,387.42857142857144,166.85714285714286,548.0,214.0,465.2857142857143,7.142857142857143,372.42857142857144,178.0,384.42857142857144,144.71428571428572,497.2857142857143,577.0,62.857142857142854,96.85714285714286,238.28571428571428,11.285714285714286,638.8571428571429,168.0,323.57142857142856,542.7142857142857,391.0,261.14285714285717,66.57142857142857,427.7142857142857,54.857142857142854,330.57142857142856,117.28571428571429,34.57142857142857,15.857142857142858,20.428571428571427,33.285714285714285,651.1428571428571,37.142857142857146,6.857142857142857,110.71428571428571,0.14285714285714285,0.8571428571428571,19.714285714285715,0.5714285714285714,0
146,295.85714285714283,807.0,2993.714285714286,1289.857142857143,309.57142857142856,580.1428571428571,1942.0,157.28571428571428,318.42857142857144,119.28571428571429,1661.4285714285713,745.2857142857143,72.28571428571429,786.1428571428571,39.285714285714285,1219.4285714285713,388.14285714285717,161.14285714285714,533.5714285714286,218.0,480.42857142857144,7.571428571428571,367.57142857142856,179.85714285714286,372.14285714285717,154.28571428571428,471.42857142857144,644.2857142857143,62.142857142857146,99.71428571428571,199.85714285714286,9.142857142857142,546.4285714285714,160.0,309.2857142857143,543.5714285714286,381.7142857142857,233.0,65.71428571428571,439.2857142857143,46.0,320.85714285714283,111.85714285714286,31.285714285714285,16.142857142857142,20.857142857142858,31.857142857142858,730.7142857142857,37.142857142857146,8.0,118.0,0.2857142857142857,0.8571428571428571,20.857142857142858,0.42857142857142855,0
147,283.42857142857144,672.0,3053.5714285714284,1320.5714285714287,294.85714285714283,581.0,2057.1428571428573,158.28571428571428,339.85714285714283,129.14285714285714,1774.5714285714287,732.5714285714286,64.42857142857143,787.1428571428571,38.0,1239.4285714285713,372.2857142857143,159.28571428571428,518.4285714285714,214.42857142857142,532.5714285714286,8.571428571428571,409.85714285714283,166.0,355.57142857142856,173.0,465.0,654.4285714285714,58.57142857142857,113.14285714285714,221.85714285714286,7.857142857142857,519.2857142857143,163.28571428571428,285.57142857142856,588.7142857142857,391.2857142857143,198.71428571428572,65.28571428571429,453.85714285714283,52.57142857142857,290.14285714285717,111.85714285714286,31.571428571428573,17.0,18.714285714285715,31.714285714285715,763.8571428571429,39.285714285714285,8.714285714285714,120.57142857142857,0.2857142857142857,0.8571428571428571,23.0,0.2857142857142857,0
148,307.57142857142856,649.2857142857143,3126.5714285714284,1557.4285714285713,285.14285714285717,584.4285714285714,2386.0,163.28571428571428,348.2857142857143,154.85714285714286,2015.5714285714287,724.0,67.57142857142857,790.4285714285714,33.142857142857146,1244.5714285714287,375.7142857142857,156.28571428571428,494.42857142857144,232.42857142857142,536.8571428571429,8.285714285714286,399.2857142857143,144.0,339.85714285714283,183.0,444.7142857142857,681.0,49.142857142857146,111.85714285714286,219.14285714285714,6.571428571428571,513.2857142857143,167.14285714285714,284.57142857142856,584.7142857142857,406.85714285714283,182.28571428571428,63.285714285714285,444.42857142857144,54.714285714285715,291.85714285714283,118.28571428571429,31.857142857142858,17.0,18.714285714285715,30.428571428571427,784.2857142857143,45.285714285714285,8.571428571428571,109.42857142857143,0.14285714285714285,0.8571428571428571,23.142857142857142,0.0,0
149,332.85714285714283,646.7142857142857,3320.285714285714,1596.857142857143,285.0,296.57142857142856,2527.8571428571427,171.57142857142858,354.57142857142856,162.28571428571428,2192.5714285714284,709.2857142857143,65.28571428571429,821.7142857142857,36.857142857142854,1262.4285714285713,336.7142857142857,167.71428571428572,493.0,233.71428571428572,533.2857142857143,8.428571428571429,391.2857142857143,165.85714285714286,346.85714285714283,203.28571428571428,425.2857142857143,685.2857142857143,44.285714285714285,124.28571428571429,212.71428571428572,5.0,514.0,154.57142857142858,269.0,657.5714285714286,406.7142857142857,188.14285714285714,63.714285714285715,462.57142857142856,55.42857142857143,308.2857142857143,116.42857142857143,32.285714285714285,19.142857142857142,19.142857142857142,28.428571428571427,760.4285714285714,53.142857142857146,9.857142857142858,96.28571428571429,0.14285714285714285,1.1428571428571428,26.142857142857142,0.0,0
150,355.85714285714283,621.4285714285714,3346.5714285714284,1743.7142857142858,250.71428571428572,314.2857142857143,2700.714285714286,157.14285714285714,378.42857142857144,162.57142857142858,2408.1428571428573,695.2857142857143,58.142857142857146,815.4285714285714,34.42857142857143,1241.5714285714287,327.2857142857143,179.14285714285714,430.85714285714283,242.85714285714286,548.2857142857143,10.0,395.14285714285717,180.42857142857142,337.14285714285717,246.85714285714286,405.14285714285717,729.5714285714286,44.857142857142854,128.85714285714286,223.42857142857142,3.5714285714285716,513.0,139.85714285714286,265.14285714285717,703.0,445.42857142857144,193.28571428571428,63.42857142857143,444.57142857142856,56.142857142857146,362.7142857142857,112.14285714285714,30.857142857142858,19.285714285714285,18.428571428571427,30.142857142857142,765.8571428571429,63.0,13.142857142857142,108.42857142857143,0.2857142857142857,1.4285714285714286,28.714285714285715,0.0,0
151,352.7142857142857,632.5714285714286,3365.4285714285716,1963.857142857143,227.28571428571428,311.42857142857144,3041.5714285714284,154.0,414.85714285714283,172.0,2682.4285714285716,691.4285714285714,55.714285714285715,845.1428571428571,33.57142857142857,1221.0,333.14285714285717,195.0,412.57142857142856,260.14285714285717,626.4285714285714,11.857142857142858,383.85714285714283,182.42857142857142,319.57142857142856,265.42857142857144,387.14285714285717,780.1428571428571,42.57142857142857,145.14285714285714,238.42857142857142,3.5714285714285716,511.7142857142857,124.0,281.2857142857143,502.7142857142857,472.42857142857144,202.71428571428572,59.42857142857143,440.57142857142856,62.57142857142857,275.85714285714283,104.85714285714286,30.428571428571427,20.857142857142858,19.0,27.428571428571427,756.0,73.85714285714286,13.285714285714286,94.14285714285714,0.2857142857142857,2.2857142857142856,31.285714285714285,0.0,0
152,363.7142857142857,631.1428571428571,3488.5714285714284,2203.5714285714284,220.14285714285714,326.85714285714283,3353.4285714285716,153.28571428571428,444.57142857142856,162.71428571428572,2892.1428571428573,662.1428571428571,55.714285714285715,927.2857142857143,31.285714285714285,1247.0,318.42857142857144,190.28571428571428,375.7142857142857,283.57142857142856,658.1428571428571,11.428571428571429,371.42857142857144,170.71428571428572,328.0,280.57142857142856,384.2857142857143,833.0,39.285714285714285,146.14285714285714,261.14285714285717,3.142857142857143,510.57142857142856,103.0,251.42857142857142,443.0,487.7142857142857,242.42857142857142,56.0,435.2857142857143,64.57142857142857,239.14285714285714,115.57142857142857,28.0,18.428571428571427,17.571428571428573,25.857142857142858,706.8571428571429,86.71428571428571,15.714285714285714,110.42857142857143,0.5714285714285714,5.285714285714286,32.285714285714285,0.0,0
153,380.2857142857143,633.5714285714286,3693.4285714285716,2387.5714285714284,208.28571428571428,327.2857142857143,3620.5714285714284,153.57142857142858,464.85714285714283,185.85714285714286,3103.285714285714,658.0,55.714285714285715,945.5714285714286,32.285714285714285,1236.4285714285713,323.0,201.28571428571428,367.85714285714283,291.0,649.2857142857143,12.285714285714286,370.7142857142857,181.0,350.0,326.2857142857143,389.0,842.4285714285714,36.142857142857146,144.42857142857142,309.7142857142857,4.571428571428571,498.2857142857143,95.28571428571429,294.42857142857144,451.14285714285717,522.8571428571429,232.42857142857142,57.0,437.14285714285717,73.0,215.14285714285714,120.28571428571429,30.142857142857142,19.571428571428573,17.857142857142858,23.428571428571427,629.4285714285714,87.42857142857143,16.571428571428573,102.0,0.42857142857142855,5.285714285714286,36.142857142857146,0.0,0
154,409.42857142857144,624.0,4136.857142857143,2537.4285714285716,217.14285714285714,331.2857142857143,3988.5714285714284,156.71428571428572,468.2857142857143,183.42857142857142,3270.1428571428573,648.2857142857143,52.285714285714285,1028.5714285714287,30.428571428571427,1226.142857142857,330.2857142857143,200.71428571428572,364.14285714285717,322.7142857142857,615.7142857142857,11.428571428571429,326.7142857142857,172.85714285714286,362.14285714285717,330.85714285714283,425.57142857142856,902.8571428571429,37.0,151.42857142857142,288.7142857142857,4.714285714285714,511.2857142857143,78.14285714285714,301.0,438.2857142857143,565.8571428571429,263.14285714285717,56.857142857142854,452.2857142857143,68.57142857142857,355.42857142857144,121.28571428571429,30.714285714285715,21.571428571428573,18.714285714285715,23.0,597.4285714285714,113.57142857142857,17.857142857142858,96.28571428571429,0.42857142857142855,5.142857142857143,35.57142857142857,0.0,0
155,404.14285714285717,630.8571428571429,4558.285714285715,2728.4285714285716,222.0,336.85714285714283,4107.571428571428,151.42857142857142,482.42857142857144,172.28571428571428,3342.0,643.7142857142857,52.714285714285715,1182.142857142857,29.571428571428573,1245.857142857143,329.7142857142857,207.14285714285714,371.14285714285717,340.7142857142857,627.8571428571429,11.285714285714286,312.42857142857144,203.42857142857142,369.7142857142857,340.42857142857144,458.0,945.4285714285714,39.42857142857143,155.71428571428572,316.85714285714283,4.857142857142857,523.2857142857143,78.57142857142857,315.2857142857143,555.7142857142857,588.1428571428571,272.42857142857144,55.285714285714285,498.14285714285717,63.42857142857143,392.2857142857143,129.28571428571428,28.428571428571427,23.571428571428573,22.0,25.0,597.8571428571429,124.14285714285714,18.428571428571427,104.85714285714286,0.7142857142857143,5.571428571428571,36.0,0.0,0
156,447.14285714285717,658.4285714285714,4644.0,2721.1428571428573,208.57142857142858,355.0,4549.142857142857,142.0,493.0,175.28571428571428,3756.4285714285716,645.7142857142857,56.142857142857146,1296.142857142857,23.142857142857142,1303.0,312.7142857142857,211.57142857142858,338.42857142857144,372.57142857142856,672.8571428571429,12.714285714285714,317.7142857142857,190.28571428571428,352.85714285714283,372.2857142857143,484.0,1048.7142857142858,40.142857142857146,187.0,332.42857142857144,7.714285714285714,534.1428571428571,69.14285714285714,325.85714285714283,549.1428571428571,619.5714285714286,288.14285714285717,52.714285714285715,538.4285714285714,63.57142857142857,397.57142857142856,132.14285714285714,28.571428571428573,24.0,21.428571428571427,25.857142857142858,678.8571428571429,145.14285714285714,19.428571428571427,116.71428571428571,1.0,6.142857142857143,36.142857142857146,0.0,0
157,476.42857142857144,693.4285714285714,4896.857142857143,2795.1428571428573,202.14285714285714,370.42857142857144,4872.285714285715,133.0,504.14285714285717,173.57142857142858,4013.1428571428573,661.7142857142857,53.0,1393.7142857142858,26.857142857142858,1302.0,563.2857142857143,225.28571428571428,365.42857142857144,392.42857142857144,727.2857142857143,12.285714285714286,328.42857142857144,200.28571428571428,350.14285714285717,370.42857142857144,492.85714285714283,1067.7142857142858,36.57142857142857,188.71428571428572,369.7142857142857,8.0,529.7142857142857,79.14285714285714,346.42857142857144,574.5714285714286,647.0,311.2857142857143,52.857142857142854,590.5714285714286,68.71428571428571,499.14285714285717,148.42857142857142,29.0,26.0,25.142857142857142,27.428571428571427,714.2857142857143,160.71428571428572,21.142857142857142,109.42857142857143,1.0,7.428571428571429,39.285714285714285,0.0,0
158,492.0,699.2857142857143,5169.142857142857,2823.1428571428573,202.85714285714286,400.7142857142857,5037.142857142857,133.28571428571428,519.0,202.28571428571428,4744.571428571428,663.1428571428571,46.285714285714285,1489.2857142857142,26.428571428571427,1320.4285714285713,563.1428571428571,229.71428571428572,364.85714285714283,404.85714285714283,742.7142857142857,10.428571428571429,352.57142857142856,200.57142857142858,369.7142857142857,376.7142857142857,523.1428571428571,1100.5714285714287,33.285714285714285,223.0,398.14285714285717,7.714285714285714,539.5714285714286,71.71428571428571,343.42857142857144,893.5714285714286,701.0,310.42857142857144,53.857142857142854,587.0,58.0,577.7142857142857,164.0,28.285714285714285,27.857142857142858,25.714285714285715,27.0,740.1428571428571,182.57142857142858,23.285714285714285,103.85714285714286,1.0,6.857142857142857,37.285714285714285,0.0,0
159,509.2857142857143,714.4285714285714,5228.428571428572,2850.5714285714284,215.28571428571428,417.2857142857143,5292.142857142857,152.57142857142858,508.85714285714283,204.0,5535.428571428572,661.7142857142857,46.285714285714285,1485.2857142857142,28.428571428571427,1295.5714285714287,556.1428571428571,238.85714285714286,352.42857142857144,489.0,798.5714285714286,9.285714285714286,367.42857142857144,219.57142857142858,367.0,372.14285714285717,531.7142857142857,1164.7142857142858,33.142857142857146,221.28571428571428,393.42857142857144,7.571428571428571,543.4285714285714,70.14285714285714,378.7142857142857,769.2857142857143,741.8571428571429,297.2857142857143,57.285714285714285,595.4285714285714,58.57142857142857,644.1428571428571,169.85714285714286,30.0,30.428571428571427,26.0,30.857142857142858,790.5714285714286,187.57142857142858,22.0,86.14285714285714,0.7142857142857143,3.7142857142857144,40.142857142857146,0.0,0
160,506.2857142857143,709.0,5449.714285714285,3042.1428571428573,229.42857142857142,445.42857142857144,5425.714285714285,155.71428571428572,512.5714285714286,200.42857142857142,6254.857142857143,655.8571428571429,46.285714285714285,1615.2857142857142,29.0,1332.0,556.2857142857143,252.28571428571428,351.0,564.4285714285714,746.5714285714286,11.571428571428571,367.85714285714283,223.0,376.0,347.0,537.2857142857143,1232.4285714285713,32.57142857142857,251.14285714285714,386.0,6.142857142857143,534.5714285714286,78.28571428571429,357.14285714285717,922.7142857142857,785.8571428571429,309.85714285714283,54.857142857142854,608.1428571428571,64.42857142857143,696.7142857142857,177.71428571428572,30.0,31.428571428571427,28.714285714285715,33.42857142857143,774.2857142857143,216.85714285714286,20.857142857142858,94.85714285714286,0.7142857142857143,3.7142857142857144,41.142857142857146,0.0,0
161,513.2857142857143,752.8571428571429,5625.0,2833.5714285714284,222.57142857142858,464.85714285714283,5587.142857142857,158.14285714285714,540.4285714285714,199.14285714285714,6589.142857142857,632.4285714285714,43.57142857142857,1730.142857142857,28.857142857142858,1407.4285714285713,530.1428571428571,258.0,376.42857142857144,628.0,876.1428571428571,11.428571428571429,380.14285714285717,226.28571428571428,376.7142857142857,348.42857142857144,555.2857142857143,1277.5714285714287,33.42857142857143,284.57142857142856,430.7142857142857,6.428571428571429,532.0,82.85714285714286,379.57142857142856,976.7142857142857,787.0,316.0,55.714285714285715,596.2857142857143,79.42857142857143,611.5714285714286,184.0,32.714285714285715,31.428571428571427,30.857142857142858,35.42857142857143,960.1428571428571,214.71428571428572,26.428571428571427,98.0,1.1428571428571428,4.714285714285714,42.57142857142857,0.0,0
