year,Washington,Illinois,California,Arizona,Massachusetts,Wisconsin,Texas,Nebraska,Utah,Oregon,Florida,NewYork,RhodeIsland,Georgia,NewHampshire,NorthCarolina,NewJersey,Colorado,Maryland,Nevada,Tennessee,Hawaii,Indiana,Kentucky,Minnesota,Oklahoma,Pennsylvania,SouthCarolina,DistrictofColumbia,Kansas,Missouri,Vermont,Virginia,Connecticut,Iowa,Louisiana,Ohio,Michigan,SouthDakota,Arkansas,Delaware,Mississippi,NewMexico,NorthDakota,Wyoming,Alaska,Maine,Alabama,Idaho,Montana,PuertoRico,VirginIslands,Guam,WestVirginia,NorthernMarianaIslands,AmericanSamoa
361,2449.4285714285716,6015.714285714285,42519.857142857145,8635.857142857143,5743.714285714285,2749.714285714286,22871.714285714286,891.4285714285714,2723.5714285714284,1207.0,14116.42857142857,15925.285714285714,975.5714285714286,9100.0,764.0,7788.571428571428,6330.714285714285,2311.714285714286,3020.285714285714,2047.857142857143,5101.428571428572,162.57142857142858,4370.428571428572,3575.5714285714284,1659.7142857142858,3922.5714285714284,7331.0,4541.571428571428,290.42857142857144,1968.7142857142858,3567.714285714286,159.28571428571428,4959.571428571428,2489.714285714286,1309.2857142857142,3346.0,7405.571428571428,2939.714285714286,336.7142857142857,2682.1428571428573,746.2857142857143,2074.8571428571427,1192.7142857142858,167.85714285714286,323.14285714285717,256.7142857142857,624.8571428571429,3320.1428571428573,886.7142857142857,436.7142857142857,555.2857142857143,17.714285714285715,10.714285714285714,1250.142857142857,0.42857142857142855,0
362,2152.0,5798.714285714285,41138.42857142857,8333.42857142857,5513.0,2591.5714285714284,22982.571428571428,750.0,2647.0,1133.7142857142858,13641.285714285714,15654.714285714286,975.5714285714286,8675.857142857143,724.8571428571429,7635.714285714285,6129.0,2086.5714285714284,2952.5714285714284,1937.5714285714287,4845.714285714285,152.28571428571428,4073.4285714285716,3395.5714285714284,1519.142857142857,3827.1428571428573,6918.857142857143,4619.714285714285,297.14285714285717,1957.857142857143,3353.0,160.71428571428572,5096.571428571428,2489.714285714286,1225.2857142857142,3346.0,7218.571428571428,2834.1428571428573,339.57142857142856,2633.1428571428573,699.5714285714286,2000.142857142857,1134.142857142857,167.14285714285714,335.57142857142856,238.0,600.0,3075.8571428571427,863.0,420.0,556.1428571428571,17.714285714285715,11.0,1192.2857142857142,0.42857142857142855,0
363,2423.285714285714,5717.0,39586.857142857145,7905.142857142857,5335.571428571428,2558.0,22758.571428571428,844.7142857142857,2548.285714285714,1074.5714285714287,13467.0,15281.285714285714,975.5714285714286,8457.285714285714,752.0,7324.0,6056.142857142857,1986.0,2827.8571428571427,1869.857142857143,4452.714285714285,144.14285714285714,3798.8571428571427,3284.714285714286,1401.142857142857,3373.8571428571427,6748.714285714285,4808.428571428572,294.2857142857143,1956.7142857142858,3197.4285714285716,155.71428571428572,5778.428571428572,2489.714285714286,1209.857142857143,3164.4285714285716,7098.428571428572,2840.1428571428573,318.0,2296.8571428571427,717.2857142857143,1913.2857142857142,1068.5714285714287,166.0,361.57142857142856,242.14285714285714,608.7142857142857,2956.8571428571427,839.2857142857143,438.42857142857144,608.8571428571429,31.142857142857142,10.285714285714286,1087.0,0.42857142857142855,0
364,1809.7142857142858,5467.0,37411.0,7358.714285714285,5199.857142857143,2484.714285714286,20967.714285714286,796.1428571428571,2488.1428571428573,1034.857142857143,12956.42857142857,15171.42857142857,548.0,8032.714285714285,793.8571428571429,6166.142857142857,5844.142857142857,1928.0,2649.0,1770.857142857143,4219.571428571428,137.42857142857142,3629.285714285714,3224.0,1399.5714285714287,3081.285714285714,6360.428571428572,4830.0,291.42857142857144,1728.2857142857142,2130.0,163.14285714285714,6166.285714285715,2395.285714285714,1186.857142857143,3102.4285714285716,6587.0,2567.285714285714,308.57142857142856,2274.1428571428573,726.1428571428571,1946.142857142857,1025.142857142857,159.71428571428572,330.42857142857144,239.14285714285714,609.2857142857143,2861.1428571428573,726.2857142857143,403.85714285714283,638.7142857142857,31.142857142857142,8.857142857142858,1075.2857142857142,0.42857142857142855,0
365,1879.4285714285713,5180.857142857143,36442.71428571428,6755.571428571428,4856.714285714285,2288.4285714285716,20203.714285714286,713.8571428571429,2370.285714285714,953.8571428571429,12230.714285714286,14875.714285714286,810.4285714285714,7870.142857142857,794.4285714285714,6755.714285714285,5850.0,1944.857142857143,2550.8571428571427,1589.0,4028.285714285714,130.42857142857142,3569.8571428571427,3147.285714285714,1343.0,2988.1428571428573,6306.142857142857,4994.428571428572,262.2857142857143,1725.857142857143,2190.714285714286,153.42857142857142,6161.285714285715,2167.4285714285716,1149.7142857142858,2735.714285714286,6159.571428571428,2521.0,291.85714285714283,2005.857142857143,695.0,1881.142857142857,997.1428571428571,159.57142857142858,264.2857142857143,238.71428571428572,562.2857142857143,2670.714285714286,799.2857142857143,396.14285714285717,563.7142857142857,16.714285714285715,12.285714285714286,1088.142857142857,0.14285714285714285,0
366,1828.142857142857,5050.0,33250.42857142857,7146.142857142857,4656.142857142857,2157.0,20903.571428571428,785.1428571428571,1937.5714285714287,862.0,11934.142857142857,14363.57142857143,770.1428571428571,7780.142857142857,758.8571428571429,7108.142857142857,5501.571428571428,1805.5714285714287,2500.4285714285716,1597.857142857143,3983.285714285714,126.85714285714286,3461.0,3016.4285714285716,1305.4285714285713,2713.714285714286,5969.142857142857,4923.571428571428,257.57142857142856,1578.7142857142858,2122.8571428571427,157.57142857142858,6149.428571428572,1936.857142857143,1089.4285714285713,2678.1428571428573,6113.428571428572,2421.285714285714,266.85714285714283,2013.4285714285713,657.4285714285714,1846.857142857143,959.4285714285714,157.42857142857142,262.14285714285717,222.14285714285714,544.7142857142857,2665.714285714286,740.7142857142857,370.0,553.4285714285714,19.857142857142858,10.142857142857142,1040.7142857142858,0.14285714285714285,0
367,1756.142857142857,4780.0,31087.571428571428,7100.428571428572,4539.714285714285,2075.4285714285716,19698.714285714286,768.7142857142857,1844.2857142857142,818.1428571428571,11813.142857142857,14323.714285714286,771.4285714285714,7656.571428571428,788.0,6692.142857142857,5209.571428571428,1650.857142857143,2389.0,1454.2857142857142,3800.8571428571427,119.42857142857143,3352.8571428571427,2982.4285714285716,1261.0,2648.5714285714284,5741.571428571428,4758.857142857143,256.0,1595.5714285714287,2047.0,143.85714285714286,5966.428571428572,2036.0,1125.857142857143,2452.8571428571427,6058.714285714285,2267.285714285714,269.7142857142857,2101.285714285714,636.8571428571429,1895.7142857142858,897.1428571428571,143.85714285714286,246.14285714285714,203.0,525.7142857142857,2564.714285714286,699.1428571428571,364.57142857142856,558.8571428571429,19.857142857142858,10.142857142857142,1056.857142857143,0.14285714285714285,0
368,1751.142857142857,4828.0,29077.714285714286,6810.857142857143,4503.571428571428,2017.857142857143,18799.571428571428,800.1428571428571,1849.0,791.8571428571429,11362.285714285714,13783.0,756.0,7505.428571428572,778.7142857142857,6748.714285714285,4900.285714285715,1643.7142857142858,2315.1428571428573,1415.142857142857,3613.714285714286,113.0,3184.5714285714284,2865.714285714286,1243.7142857142858,2564.0,5628.0,4745.857142857143,252.14285714285714,1487.857142857143,2012.2857142857142,146.42857142857142,5873.857142857143,2056.1428571428573,1109.7142857142858,2200.285714285714,5648.571428571428,2201.5714285714284,254.14285714285714,1963.857142857143,643.7142857142857,1854.0,846.5714285714286,138.71428571428572,239.14285714285714,201.28571428571428,499.0,2651.285714285714,602.1428571428571,345.7142857142857,475.42857142857144,22.142857142857142,10.428571428571429,995.1428571428571,0.14285714285714285,0
369,1887.2857142857142,4829.571428571428,26995.285714285714,6765.571428571428,4338.142857142857,1961.142857142857,18173.0,868.4285714285714,1805.2857142857142,741.1428571428571,11389.714285714286,13492.142857142857,756.0,7572.714285714285,804.4285714285714,6447.857142857143,5064.428571428572,1567.0,2182.714285714286,1386.5714285714287,3415.1428571428573,108.85714285714286,3072.4285714285716,2928.8571428571427,1251.5714285714287,2640.5714285714284,5456.857142857143,4481.0,220.0,1483.5714285714287,1981.2857142857142,141.85714285714286,5609.142857142857,2056.1428571428573,1125.2857142857142,2200.285714285714,5476.285714285715,2142.4285714285716,240.71428571428572,1831.0,649.0,1736.2857142857142,812.2857142857143,144.14285714285714,216.42857142857142,210.42857142857142,482.7142857142857,2680.1428571428573,578.4285714285714,341.7142857142857,507.14285714285717,25.0,9.428571428571429,946.8571428571429,0.14285714285714285,0
370,1603.857142857143,4699.857142857143,25581.428571428572,6956.0,4271.0,1887.2857142857142,17494.0,761.0,1795.4285714285713,709.0,11167.142857142857,13304.857142857143,756.0,7353.714285714285,781.8571428571429,6312.0,5083.857142857143,1577.0,2145.4285714285716,1311.7142857142858,3155.5714285714284,112.0,2979.714285714286,2768.285714285714,1229.857142857143,2587.285714285714,5172.0,4305.857142857143,207.14285714285714,1483.5714285714287,2053.1428571428573,139.42857142857142,4734.571428571428,2056.1428571428573,1141.2857142857142,2126.0,5366.857142857143,2133.285714285714,229.14285714285714,1844.5714285714287,611.5714285714286,1677.7142857142858,795.4285714285714,136.57142857142858,219.28571428571428,193.14285714285714,434.14285714285717,2653.1428571428573,566.2857142857143,324.14285714285717,521.0,11.571428571428571,9.0,926.5714285714286,0.14285714285714285,0
371,1821.4285714285713,4667.0,25797.14285714286,6992.714285714285,4321.0,1877.4285714285713,18809.285714285714,803.1428571428571,1764.2857142857142,676.5714285714286,11269.714285714286,13099.42857142857,1044.4285714285713,7247.0,700.5714285714286,7092.285714285715,5125.285714285715,1559.4285714285713,2133.714285714286,1305.5714285714287,3002.8571428571427,112.14285714285714,2935.714285714286,2782.8571428571427,1204.857142857143,2576.714285714286,5310.714285714285,4279.0,210.28571428571428,1385.857142857143,2208.8571428571427,135.0,4581.285714285715,1929.5714285714287,1117.857142857143,2284.4285714285716,5370.0,2082.714285714286,217.28571428571428,1777.0,611.5714285714286,1602.0,776.1428571428571,134.71428571428572,193.42857142857142,182.28571428571428,452.85714285714283,2711.5714285714284,648.7142857142857,331.57142857142856,522.4285714285714,12.857142857142858,9.857142857142858,861.4285714285714,0.14285714285714285,0
372,1623.0,4531.571428571428,23300.85714285714,6940.714285714285,4236.714285714285,1824.7142857142858,18627.428571428572,780.5714285714286,1779.142857142857,698.1428571428571,11238.0,12859.285714285714,761.4285714285714,7282.857142857143,637.5714285714286,6382.0,5146.571428571428,1523.2857142857142,2064.1428571428573,1245.5714285714287,3163.5714285714284,112.71428571428571,2791.8571428571427,2834.8571428571427,1174.5714285714287,2578.5714285714284,4996.428571428572,4192.714285714285,205.85714285714286,1368.0,2017.7142857142858,137.71428571428572,4607.142857142857,1811.4285714285713,1100.0,2353.285714285714,5266.142857142857,2089.5714285714284,227.71428571428572,1941.857142857143,597.0,1639.0,763.1428571428571,134.0,175.71428571428572,175.57142857142858,492.2857142857143,2766.5714285714284,522.5714285714286,328.14285714285717,528.0,12.857142857142858,7.285714285714286,879.7142857142857,0.2857142857142857,0
373,1588.142857142857,4380.571428571428,23201.0,6699.0,4066.1428571428573,1783.0,17447.285714285714,598.7142857142857,1757.7142857142858,702.8571428571429,10737.142857142857,12751.57142857143,733.2857142857143,7053.714285714285,589.4285714285714,5969.0,5056.714285714285,1576.2857142857142,2025.142857142857,1258.7142857142858,2935.1428571428573,116.42857142857143,2699.285714285714,2721.285714285714,1117.857142857143,2678.5714285714284,5026.714285714285,3912.5714285714284,208.85714285714286,1316.7142857142858,1987.4285714285713,129.71428571428572,4708.857142857143,1886.4285714285713,1046.7142857142858,2547.714285714286,5121.571428571428,2034.857142857143,220.71428571428572,1835.7142857142858,579.5714285714286,1692.142857142857,744.5714285714286,134.42857142857142,177.71428571428572,177.28571428571428,458.14285714285717,2775.8571428571427,517.7142857142857,324.2857142857143,533.0,9.714285714285714,7.571428571428571,871.1428571428571,0.2857142857142857,0
374,1660.2857142857142,4284.857142857143,22351.428571428572,6103.857142857143,3993.4285714285716,1698.857142857143,17166.285714285714,587.5714285714286,1710.857142857143,687.1428571428571,10530.0,12733.714285714286,709.7142857142857,6950.285714285715,566.2857142857143,6091.857142857143,5013.571428571428,1678.5714285714287,2028.5714285714287,1211.7142857142858,2775.285714285714,113.85714285714286,2584.285714285714,2662.1428571428573,1124.4285714285713,2626.285714285714,5094.714285714285,3811.0,217.14285714285714,1289.0,1951.0,134.71428571428572,4867.142857142857,1852.7142857142858,954.8571428571429,2370.1428571428573,4858.857142857143,1987.4285714285713,199.28571428571428,1662.2857142857142,567.4285714285714,1622.7142857142858,699.4285714285714,134.0,143.71428571428572,177.42857142857142,402.2857142857143,2885.4285714285716,494.7142857142857,325.14285714285717,544.7142857142857,11.285714285714286,6.285714285714286,849.2857142857143,0.2857142857142857,0
375,1641.0,3890.714285714286,21595.428571428572,5787.714285714285,3685.714285714286,1627.5714285714287,17230.714285714286,459.0,1549.142857142857,698.5714285714286,10138.142857142857,12343.285714285714,671.8571428571429,6641.571428571428,555.2857142857143,5767.714285714285,5268.714285714285,1517.0,1953.7142857142858,1166.142857142857,2848.4285714285716,110.85714285714286,2461.714285714286,2508.285714285714,1068.4285714285713,2603.5714285714284,5705.714285714285,3777.8571428571427,215.57142857142858,1144.5714285714287,1924.0,128.42857142857142,4880.142857142857,1744.0,856.2857142857143,2431.5714285714284,4944.142857142857,1916.0,177.0,1597.2857142857142,528.8571428571429,1642.142857142857,723.8571428571429,127.28571428571429,158.14285714285714,161.85714285714286,362.7142857142857,2785.0,497.42857142857144,311.0,526.5714285714286,11.0,4.571428571428571,836.0,0.2857142857142857,0
376,1620.142857142857,3630.1428571428573,20816.285714285714,5490.571428571428,3609.5714285714284,1570.5714285714287,17206.85714285714,513.5714285714286,1505.857142857143,688.1428571428571,10525.0,12198.0,671.8571428571429,6240.428571428572,540.8571428571429,4949.714285714285,5001.0,1384.0,1917.142857142857,1088.4285714285713,2671.4285714285716,108.28571428571429,2352.714285714286,2425.1428571428573,1001.5714285714286,2348.714285714286,5606.714285714285,3713.714285714286,226.42857142857142,1144.5714285714287,1840.2857142857142,131.85714285714286,4795.142857142857,1744.0,926.4285714285714,2431.5714285714284,4705.714285714285,1881.0,158.14285714285714,1627.4285714285713,519.4285714285714,1595.2857142857142,708.5714285714286,120.28571428571429,160.14285714285714,147.28571428571428,367.14285714285717,2305.714285714286,479.42857142857144,335.0,476.14285714285717,8.142857142857142,5.571428571428571,798.2857142857143,0.2857142857142857,0
377,1606.5714285714287,3471.285714285714,19718.285714285714,5143.142857142857,3426.8571428571427,1537.5714285714287,17873.0,503.14285714285717,1459.857142857143,607.0,10275.42857142857,12030.285714285714,671.8571428571429,6064.428571428572,479.7142857142857,5600.428571428572,4860.428571428572,1311.142857142857,1854.7142857142858,1059.7142857142858,2701.285714285714,99.0,2239.0,2523.285714285714,974.0,2340.285714285714,5613.285714285715,3580.1428571428573,224.42857142857142,1146.0,1698.5714285714287,133.14285714285714,4618.857142857143,1744.0,895.4285714285714,2394.8571428571427,4495.714285714285,1885.857142857143,157.42857142857142,1600.2857142857142,499.42857142857144,1540.2857142857142,694.1428571428571,116.14285714285714,144.85714285714286,143.28571428571428,389.42857142857144,2638.4285714285716,454.42857142857144,328.42857142857144,370.85714285714283,8.142857142857142,5.714285714285714,813.4285714285714,0.2857142857142857,0
378,1602.0,3403.4285714285716,18388.14285714286,4889.571428571428,3247.8571428571427,1492.0,20555.714285714286,466.0,1420.142857142857,683.7142857142857,9848.285714285714,11596.0,600.2857142857143,5918.0,470.0,5600.571428571428,4770.714285714285,1451.0,1779.857142857143,1031.7142857142858,2786.285714285714,94.42857142857143,2170.285714285714,2451.5714285714284,963.5714285714286,2287.8571428571427,5463.714285714285,3499.8571428571427,214.71428571428572,1052.4285714285713,1623.0,131.14285714285714,4145.857142857143,1474.5714285714287,897.1428571428571,2235.5714285714284,4346.142857142857,1820.4285714285713,162.14285714285714,1684.5714285714287,472.0,1508.5714285714287,693.4285714285714,115.57142857142857,142.14285714285714,147.14285714285714,356.7142857142857,2550.1428571428573,444.14285714285717,320.14285714285717,377.42857142857144,10.142857142857142,7.714285714285714,798.0,0.2857142857142857,0
379,1583.857142857143,3237.5714285714284,17139.0,4547.428571428572,3211.285714285714,1453.7142857142858,20216.571428571428,486.0,1390.5714285714287,660.4285714285714,9982.42857142857,11154.42857142857,542.1428571428571,5421.857142857143,458.85714285714283,5390.428571428572,4538.428571428572,1388.7142857142858,1696.857142857143,1011.8571428571429,2557.4285714285716,94.28571428571429,2143.714285714286,2393.1428571428573,948.8571428571429,2248.5714285714284,5412.0,3462.4285714285716,205.42857142857142,1061.5714285714287,1610.7142857142858,130.14285714285714,3864.8571428571427,1660.4285714285713,896.0,2233.1428571428573,4259.714285714285,1685.857142857143,150.14285714285714,1545.2857142857142,458.0,1419.0,669.4285714285714,113.14285714285714,139.42857142857142,154.28571428571428,321.7142857142857,2432.714285714286,436.2857142857143,315.85714285714283,351.0,7.571428571428571,6.285714285714286,708.1428571428571,0.2857142857142857,0
380,1556.857142857143,3177.0,16271.857142857143,4099.714285714285,3087.714285714286,1450.857142857143,19962.0,468.7142857142857,1330.857142857143,648.8571428571429,9778.285714285714,10695.714285714286,527.8571428571429,5258.428571428572,451.14285714285717,6218.285714285715,4181.428571428572,1329.0,1560.857142857143,970.8571428571429,2476.4285714285716,90.57142857142857,2027.857142857143,2276.714285714286,921.2857142857143,2167.5714285714284,5018.428571428572,3366.1428571428573,190.57142857142858,914.0,1560.4285714285713,135.71428571428572,3540.8571428571427,1380.7142857142858,884.8571428571429,1974.142857142857,4063.285714285714,1632.857142857143,147.28571428571428,1638.0,450.0,1235.7142857142858,657.8571428571429,110.85714285714286,131.42857142857142,160.71428571428572,294.7142857142857,2281.4285714285716,412.57142857142856,324.42857142857144,345.42857142857144,8.142857142857142,7.142857142857143,670.7142857142857,0.2857142857142857,0
381,1414.0,3048.1428571428573,15565.142857142857,3951.4285714285716,2826.714285714286,1413.5714285714287,19115.428571428572,432.42857142857144,1261.142857142857,648.4285714285714,9248.0,9722.42857142857,505.2857142857143,5040.714285714285,408.42857142857144,6181.714285714285,3973.285714285714,1249.142857142857,1469.857142857143,950.7142857142857,2546.285714285714,91.57142857142857,1962.2857142857142,2267.5714285714284,934.7142857142857,2233.5714285714284,4638.285714285715,3244.1428571428573,176.14285714285714,909.4285714285714,1467.4285714285713,140.0,3246.285714285714,1310.857142857143,870.2857142857143,2012.2857142857142,3875.8571428571427,1749.5714285714287,145.42857142857142,1720.4285714285713,390.0,1150.857142857143,641.7142857142857,104.14285714285714,148.28571428571428,158.14285714285714,297.14285714285717,2155.5714285714284,404.7142857142857,310.42857142857144,349.0,8.0,7.142857142857143,640.2857142857143,0.2857142857142857,0
382,1328.7142857142858,2972.714285714286,14746.42857142857,3750.1428571428573,2850.8571428571427,1359.7142857142858,18494.85714285714,482.85714285714283,1218.142857142857,629.7142857142857,9329.0,9000.42857142857,493.2857142857143,4808.0,393.85714285714283,5884.857142857143,3722.1428571428573,1346.857142857143,1422.4285714285713,884.7142857142857,2289.714285714286,88.85714285714286,1797.7142857142858,2307.5714285714284,925.2857142857143,2215.714285714286,3944.8571428571427,3477.285714285714,174.28571428571428,990.1428571428571,1410.0,136.28571428571428,3365.0,1335.5714285714287,872.5714285714286,1797.857142857143,3705.5714285714284,1702.5714285714287,141.28571428571428,1737.142857142857,373.0,1011.4285714285714,570.7142857142857,91.0,126.57142857142857,167.85714285714286,283.7142857142857,1962.4285714285713,368.0,316.7142857142857,299.42857142857144,7.285714285714286,8.142857142857142,596.2857142857143,0.2857142857142857,0
383,1185.7142857142858,2929.1428571428573,13895.57142857143,3453.285714285714,2781.0,1288.4285714285713,17742.571428571428,407.57142857142856,1181.4285714285713,617.7142857142857,8252.857142857143,8800.42857142857,493.2857142857143,4550.857142857143,385.57142857142856,6381.428571428572,3613.0,1493.857142857143,1337.2857142857142,844.5714285714286,2382.8571428571427,88.14285714285714,1866.2857142857142,2164.285714285714,914.0,2170.0,3845.1428571428573,3313.714285714286,173.57142857142858,990.1428571428571,1379.5714285714287,133.57142857142858,3422.1428571428573,1335.5714285714287,742.2857142857143,1797.857142857143,3614.0,1661.4285714285713,151.71428571428572,1668.142857142857,325.85714285714283,941.1428571428571,525.0,77.71428571428571,130.57142857142858,147.0,270.85714285714283,2247.0,356.7142857142857,280.0,278.42857142857144,7.285714285714286,8.142857142857142,550.0,0.2857142857142857,0
384,1168.2857142857142,2920.285714285714,13357.0,3185.1428571428573,2844.1428571428573,1234.5714285714287,17051.0,420.57142857142856,1140.5714285714287,672.1428571428571,8086.571428571428,8616.714285714286,493.2857142857143,4544.857142857143,383.42857142857144,5546.857142857143,3619.285714285714,1509.0,1311.4285714285713,812.8571428571429,2299.8571428571427,87.42857142857143,1867.4285714285713,2059.1428571428573,901.5714285714286,2068.8571428571427,3901.8571428571427,3283.8571428571427,166.14285714285714,989.5714285714286,1351.4285714285713,133.57142857142858,3478.0,1335.5714285714287,740.2857142857143,1598.0,3489.285714285714,1659.142857142857,139.85714285714286,1638.2857142857142,360.42857142857144,953.8571428571429,498.85714285714283,75.0,102.14285714285714,127.85714285714286,270.57142857142856,1826.2857142857142,356.7142857142857,264.57142857142856,316.42857142857144,9.714285714285714,8.857142857142858,529.5714285714286,0.2857142857142857,0
385,1274.5714285714287,2808.1428571428573,12789.0,2967.285714285714,2697.1428571428573,1210.0,13007.142857142857,406.42857142857144,1130.2857142857142,578.0,8087.571428571428,8622.42857142857,449.7142857142857,4473.714285714285,348.7142857142857,5217.285714285715,3483.0,1344.142857142857,1274.2857142857142,778.7142857142857,2287.8571428571427,79.71428571428571,1770.857142857143,2017.142857142857,879.1428571428571,2018.0,3824.0,3212.4285714285716,161.14285714285714,919.8571428571429,1307.142857142857,137.57142857142858,3312.1428571428573,1397.857142857143,718.8571428571429,1628.2857142857142,3294.8571428571427,1601.857142857143,138.28571428571428,1554.142857142857,348.0,943.8571428571429,473.85714285714283,71.71428571428571,103.85714285714286,183.28571428571428,268.0,1784.0,362.14285714285717,263.85714285714283,274.7142857142857,6.428571428571429,8.0,525.8571428571429,0.2857142857142857,0
386,1204.2857142857142,2750.1428571428573,12449.714285714286,3156.4285714285716,2604.8571428571427,1148.4285714285713,12294.57142857143,396.2857142857143,1090.142857142857,564.8571428571429,7586.142857142857,8669.57142857143,463.2857142857143,4300.428571428572,362.0,5365.285714285715,3544.0,1324.142857142857,1284.4285714285713,736.1428571428571,2215.285714285714,74.85714285714286,1713.0,2002.142857142857,874.5714285714286,1985.7142857142858,3827.285714285714,3201.0,163.28571428571428,904.5714285714286,1192.5714285714287,129.85714285714286,3390.8571428571427,1155.142857142857,696.5714285714286,1451.4285714285713,3230.5714285714284,1515.7142857142858,139.14285714285714,1549.142857142857,359.14285714285717,919.7142857142857,471.14285714285717,54.57142857142857,100.28571428571429,182.42857142857142,238.57142857142858,1675.4285714285713,351.42857142857144,273.0,268.0,8.428571428571429,9.0,512.4285714285714,0.0,0
387,1106.2857142857142,2680.714285714286,11882.857142857143,2996.285714285714,2547.0,1071.5714285714287,11597.42857142857,385.7142857142857,1048.4285714285713,552.8571428571429,7665.857142857143,8588.142857142857,455.57142857142856,4044.0,360.85714285714283,4354.714285714285,3838.1428571428573,1233.2857142857142,1312.142857142857,719.1428571428571,2323.5714285714284,72.42857142857143,1715.142857142857,2038.4285714285713,877.0,1920.142857142857,3824.285714285714,3192.285714285714,164.14285714285714,864.0,1160.7142857142858,113.28571428571429,3425.714285714286,1213.142857142857,679.0,1207.4285714285713,3129.1428571428573,1469.0,134.42857142857142,1358.5714285714287,354.14285714285717,918.7142857142857,448.2857142857143,40.42857142857143,83.71428571428571,179.14285714285714,235.71428571428572,1573.0,342.7142857142857,255.42857142857142,261.7142857142857,7.857142857142857,9.285714285714286,497.2857142857143,0.0,0
388,1032.857142857143,2607.714285714286,11302.285714285714,2722.714285714286,2496.4285714285716,1029.7142857142858,11355.0,365.7142857142857,1044.0,537.1428571428571,7782.142857142857,9022.57142857143,441.42857142857144,3799.0,356.42857142857144,4082.8571428571427,3890.5714285714284,1226.4285714285713,1261.4285714285713,676.2857142857143,2220.714285714286,70.0,1621.857142857143,1859.4285714285713,803.8571428571429,1762.2857142857142,3905.285714285714,3201.285714285714,166.85714285714286,864.5714285714286,1096.7142857142858,106.57142857142857,3517.1428571428573,1222.5714285714287,602.2857142857143,1202.857142857143,2941.4285714285716,1240.5714285714287,149.42857142857142,1163.4285714285713,378.57142857142856,876.0,444.57142857142856,46.285714285714285,73.0,174.14285714285714,217.71428571428572,1392.4285714285713,332.85714285714283,249.57142857142858,236.0,9.285714285714286,9.142857142857142,482.2857142857143,0.0,0
389,1013.2857142857143,2463.5714285714284,10661.285714285714,2455.1428571428573,2372.0,983.2857142857143,11056.42857142857,361.0,1021.7142857142857,491.2857142857143,7221.285714285715,9139.42857142857,418.57142857142856,3672.0,353.85714285714283,3956.5714285714284,3819.714285714286,1281.5714285714287,1199.142857142857,627.2857142857143,2178.1428571428573,64.42857142857143,1613.7142857142858,1765.4285714285713,803.8571428571429,1584.4285714285713,3693.8571428571427,2883.285714285714,148.0,665.1428571428571,988.4285714285714,114.71428571428571,3248.8571428571427,1137.857142857143,681.1428571428571,1246.2857142857142,2887.4285714285716,1199.2857142857142,160.57142857142858,983.5714285714286,388.14285714285717,843.7142857142857,418.7142857142857,53.714285714285715,72.85714285714286,161.14285714285714,208.57142857142858,1335.4285714285713,327.42857142857144,231.42857142857142,265.7142857142857,10.857142857142858,7.571428571428571,463.7142857142857,0.14285714285714285,0
390,1040.7142857142858,2325.714285714286,10316.714285714286,2270.5714285714284,2152.5714285714284,947.8571428571429,10986.0,432.42857142857144,991.7142857142857,470.42857142857144,7225.428571428572,8748.42857142857,418.57142857142856,3568.714285714286,349.14285714285717,3876.1428571428573,3712.1428571428573,1240.5714285714287,1150.4285714285713,630.7142857142857,2055.4285714285716,57.714285714285715,1387.0,1611.857142857143,796.2857142857143,1499.4285714285713,3657.5714285714284,2879.8571428571427,131.28571428571428,665.1428571428571,956.7142857142857,113.57142857142857,3035.4285714285716,1137.857142857143,676.1428571428571,1246.2857142857142,2780.285714285714,1240.2857142857142,153.28571428571428,928.2857142857143,405.7142857142857,795.0,439.2857142857143,64.28571428571429,66.85714285714286,161.14285714285714,193.57142857142858,1220.7142857142858,329.57142857142856,226.42857142857142,279.7142857142857,10.857142857142858,7.0,441.7142857142857,0.14285714285714285,0
391,1031.0,2256.5714285714284,9710.0,2380.714285714286,1977.5714285714287,918.7142857142857,10553.42857142857,421.57142857142856,963.5714285714286,451.2857142857143,7055.714285714285,8520.857142857143,418.57142857142856,3341.1428571428573,343.7142857142857,3650.8571428571427,3403.0,1165.142857142857,1047.7142857142858,620.8571428571429,1982.4285714285713,53.42857142857143,1313.5714285714287,1674.142857142857,778.4285714285714,1369.7142857142858,3416.714285714286,2988.5714285714284,126.14285714285714,666.4285714285714,931.0,111.0,2982.0,1137.857142857143,666.8571428571429,1154.142857142857,2733.285714285714,1240.5714285714287,155.14285714285714,898.8571428571429,344.14285714285717,822.5714285714286,430.7142857142857,63.857142857142854,72.71428571428571,161.14285714285714,187.28571428571428,1215.4285714285713,329.57142857142856,230.28571428571428,252.85714285714286,8.428571428571429,6.571428571428571,411.42857142857144,0.14285714285714285,0
