year,Washington,Illinois,California,Arizona,Massachusetts,Wisconsin,Texas,Nebraska,Utah,Oregon,Florida,NewYork,RhodeIsland,Georgia,NewHampshire,NorthCarolina,NewJersey,Colorado,Maryland,Nevada,Tennessee,Hawaii,Indiana,Kentucky,Minnesota,Oklahoma,Pennsylvania,SouthCarolina,DistrictofColumbia,Kansas,Missouri,Vermont,Virginia,Connecticut,Iowa,Louisiana,Ohio,Michigan,SouthDakota,Arkansas,Delaware,Mississippi,NewMexico,NorthDakota,Wyoming,Alaska,Maine,Alabama,Idaho,Montana,PuertoRico,VirginIslands,Guam,WestVirginia,NorthernMarianaIslands,AmericanSamoa
497,0,38,2,0,0,26,1,0,1,16,0,18,0,0,0,0,5,0,7,0,0,0,0,0,0,0,5,4,0,0,2,0,13,0,0,0,0,0,4,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
498,24,10,11,0,11,19,16,2,0,3,95,26,4,1,0,17,7,0,2,4,15,0,8,171,1,0,2,0,2,1,-14,0,8,6,2,16,0,13,0,1,0,2,1,0,1,0,0,10,0,0,3,0,0,5,0,0
499,12,8,24,20,3,19,52,3,3,3,55,9,0,27,0,9,20,9,6,3,9,0,9,10,0,25,45,3,1,0,34,0,12,3,4,3,62,34,5,1,5,4,4,0,0,0,2,11,7,8,4,1,0,3,0,0
500,21,24,56,5,7,29,57,4,3,5,49,18,3,30,1,20,14,14,4,6,7,1,20,8,10,0,34,0,1,0,8,0,10,-2,4,10,0,64,1,7,2,2,5,3,0,0,10,21,4,6,3,0,0,7,0,0
501,15,17,-375,20,10,31,47,8,3,6,13,29,2,41,1,21,12,7,4,1,4,0,4,9,8,0,31,5,0,6,14,1,6,1,2,10,57,24,2,3,6,1,7,0,0,0,1,10,0,5,3,0,0,6,0,0
502,0,32,35,25,4,0,29,0,0,1,0,12,0,43,0,0,8,3,9,0,0,1,24,4,16,0,24,8,0,0,5,0,7,0,1,0,0,77,0,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
503,0,38,120,2,4,0,17,0,0,1,0,33,0,0,0,0,6,-1,6,0,0,3,0,0,4,0,4,2,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
504,13,20,12,0,4,11,17,1,2,5,40,10,0,0,2,48,6,13,4,7,3,0,2,6,2,0,6,0,0,15,2,0,9,7,1,4,0,13,0,3,0,8,6,0,0,0,0,19,5,1,1,0,0,8,0,0
505,-73,14,23,13,2,16,41,2,3,5,0,11,2,38,0,13,10,15,4,3,13,0,9,5,2,0,32,0,1,0,27,0,8,2,5,3,41,57,1,3,0,10,1,0,5,0,1,3,-1,1,3,0,0,1,0,0
506,15,27,12,2,5,14,37,1,2,17,136,8,3,21,0,23,14,12,5,7,2,0,12,14,8,9,26,7,0,3,14,0,7,2,6,9,0,9,0,2,0,4,5,1,0,0,3,29,11,2,2,0,0,24,0,0
507,10,17,39,27,7,12,33,0,1,5,45,13,0,40,3,16,13,11,9,4,2,0,2,17,7,0,21,0,0,0,9,0,10,3,11,7,0,46,3,2,2,1,3,0,0,0,0,3,1,2,1,0,0,2,0,0
508,11,22,45,-2,8,6,45,1,0,5,59,15,0,33,0,19,2,14,10,1,2,1,4,14,12,0,17,15,0,1,13,0,13,1,2,10,70,8,0,3,0,5,2,3,0,4,1,14,0,3,4,0,0,1,0,0
509,0,17,-108,21,2,0,32,0,4,3,0,16,0,27,0,0,3,12,6,0,0,0,31,7,7,0,16,0,0,0,1,0,10,0,2,0,0,58,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
510,1,12,2,7,0,0,9,0,0,0,0,10,0,0,0,0,3,1,3,0,0,0,0,2,9,0,14,4,0,0,0,0,14,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,-33,9,5,0,8,2,11,0,0,0,65,9,0,0,3,24,4,0,2,4,0,0,1,5,5,0,3,10,1,18,3,0,11,2,0,7,0,9,0,2,0,1,5,0,0,0,0,8,0,2,0,0,0,4,0,0
512,17,15,55,11,2,8,31,0,0,5,63,16,1,12,1,5,11,7,1,5,5,0,6,8,1,0,23,0,0,0,19,0,10,0,1,5,31,30,0,6,0,7,0,1,9,0,3,7,0,4,6,1,0,3,0,0
513,8,26,19,12,4,18,38,0,1,11,55,2,0,51,0,17,7,12,6,4,2,1,11,4,5,29,16,-4,1,3,3,0,2,2,6,10,0,5,0,-2,0,7,3,1,0,0,5,7,6,2,2,1,0,5,0,0
514,2,21,30,18,4,5,34,0,0,1,0,14,1,28,2,6,12,4,3,7,7,0,1,2,4,0,15,4,1,0,5,0,6,1,0,7,0,27,1,2,0,1,5,1,0,0,1,0,0,2,1,0,0,2,0,0
515,11,14,36,13,3,1,47,1,2,4,107,8,0,31,1,20,4,10,5,7,3,3,2,1,4,0,15,2,1,2,2,0,6,4,0,11,44,13,0,5,0,2,6,0,0,0,0,18,0,0,0,0,0,0,0,0
516,4,0,19,16,6,0,15,1,2,3,0,7,0,25,0,0,4,10,4,0,0,1,29,0,5,0,0,0,0,0,11,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,0,0,28,5,5,0,11,0,2,1,0,2,0,0,0,0,2,0,0,0,0,2,0,2,9,0,9,0,0,0,0,0,8,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
518,14,26,16,0,5,17,8,0,0,2,30,8,0,0,0,27,3,5,0,-3,8,0,4,9,4,0,2,9,0,2,4,0,9,-1,1,5,0,36,0,2,0,7,10,0,0,0,0,5,13,1,0,0,0,0,0,0
519,6,8,17,15,1,3,28,0,3,0,71,14,2,11,1,15,15,4,8,7,10,0,12,4,1,0,32,3,0,0,12,0,7,2,2,6,47,13,0,8,8,12,4,3,0,0,0,0,4,3,3,0,0,7,0,0
520,43,8,55,10,5,10,35,0,3,4,22,8,0,21,1,12,11,14,7,1,5,0,5,2,5,30,7,0,0,10,8,0,1,0,3,10,0,3,2,3,2,0,2,0,6,1,2,17,0,2,0,0,0,2,0,0
521,9,22,65,7,4,15,33,0,1,1,27,-4,1,16,0,13,14,5,7,10,4,0,3,5,6,0,13,1,0,0,2,0,10,3,4,8,0,31,0,3,0,1,2,1,0,0,0,0,3,4,1,0,0,4,0,0
522,10,7,53,28,1,7,30,0,14,1,67,8,1,2,2,6,11,11,1,3,7,1,3,5,11,0,10,14,0,7,13,0,11,1,1,6,68,14,1,3,0,4,1,0,0,0,2,8,2,1,1,0,0,0,0,0
523,-1,0,12,11,2,0,23,0,4,2,0,6,0,24,0,0,6,4,4,0,0,2,0,0,6,0,6,0,0,0,3,0,3,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
524,0,0,31,-1,1,0,9,0,8,0,0,15,0,0,0,0,3,6,3,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,8,28,11,0,2,10,6,0,2,2,0,8,0,0,0,7,1,3,2,3,7,0,14,7,5,0,3,-5,0,1,1,0,6,1,0,5,0,6,0,4,0,6,1,0,0,0,0,2,0,0,1,0,1,2,0,0
526,7,2,13,17,1,17,30,1,3,3,64,4,0,0,0,4,6,12,1,8,7,0,8,5,0,0,12,3,0,-1,39,0,10,0,1,4,28,31,3,8,0,11,2,0,7,0,0,0,4,3,0,0,0,1,0,0
527,21,7,52,6,1,2,24,0,3,4,41,2,2,27,1,7,8,7,1,3,3,1,6,3,7,4,8,2,0,6,5,0,3,2,4,6,0,2,2,4,0,0,2,0,0,3,0,14,3,0,2,0,0,12,0,0
528,8,13,47,3,3,6,36,0,4,5,36,12,0,5,0,-3,11,5,3,11,6,1,5,2,5,0,-41,7,0,1,5,1,4,1,2,10,0,14,3,0,0,3,3,0,0,0,1,0,2,1,0,0,0,6,0,0
529,2,9,-60,22,1,1,43,0,3,3,72,2,0,14,0,0,5,4,2,5,11,0,8,11,6,0,8,4,0,3,15,1,4,0,2,9,35,-3,0,4,1,4,1,0,0,0,1,6,4,0,1,0,0,2,0,0
530,0,0,-1,14,0,0,24,0,0,0,0,0,0,0,0,0,5,11,3,0,0,0,0,0,5,0,10,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
531,0,0,0,4,0,0,13,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,17,31,62,21,7,0,22,1,7,1,0,5,0,13,1,21,0,0,3,5,6,0,21,12,5,0,1,0,0,-2,1,0,3,0,2,6,0,22,0,6,0,6,2,0,4,0,0,0,1,2,0,0,0,2,0,0
534,16,6,38,4,3,10,25,0,2,6,0,7,0,10,1,5,13,5,1,3,6,0,8,4,0,18,10,2,0,6,29,0,2,-1,1,2,22,0,1,7,0,11,1,0,0,0,1,29,3,3,0,2,0,0,0,0
535,13,15,57,-1,3,4,34,2,2,1,112,4,0,3,0,15,3,3,3,2,9,1,17,3,2,0,11,1,2,0,7,0,5,1,0,6,0,0,0,11,0,1,6,2,0,0,0,0,1,1,1,0,0,3,0,0
536,10,7,65,6,0,24,36,1,4,3,60,4,0,17,1,8,3,5,3,13,4,0,5,2,5,0,8,2,0,12,9,0,7,0,0,10,14,28,0,4,0,2,1,2,0,2,1,11,2,1,0,0,1,4,0,0
537,0,0,4,20,0,0,17,0,0,0,0,7,0,0,0,0,5,10,1,0,0,2,0,0,0,0,8,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0
538,0,0,3,4,0,0,4,0,0,0,0,2,0,0,0,0,4,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,1,26,77,2,1,3,24,0,6,4,0,2,1,13,0,16,4,2,-1,10,11,0,9,9,2,0,1,10,1,11,1,0,0,0,0,8,0,0,0,7,0,2,4,0,0,2,0,0,0,1,1,0,0,2,0,0
540,19,15,18,20,0,4,28,3,3,3,54,6,0,26,6,3,8,10,4,1,7,0,10,3,3,0,9,0,0,0,51,0,9,0,0,9,31,32,0,15,0,10,1,0,9,0,0,0,0,2,0,0,1,-1,0,0
541,6,10,30,21,1,7,31,8,5,1,71,11,1,2,0,7,3,8,4,6,9,0,5,5,3,11,13,4,1,1,15,0,8,0,9,10,0,0,1,7,1,5,3,4,0,0,5,26,0,7,0,0,0,7,0,0
542,10,8,39,7,4,2,37,0,3,7,45,5,4,19,0,7,9,2,4,15,3,1,1,5,2,0,10,5,0,0,12,0,4,3,0,13,0,0,0,4,0,4,10,0,0,0,10,11,5,3,4,0,0,1,0,0
543,7,9,42,17,3,11,27,1,3,11,61,1,0,11,0,4,2,6,5,6,0,1,1,5,3,0,7,-3,1,12,8,0,6,0,0,7,26,18,0,11,1,5,7,0,0,0,1,3,2,5,1,0,0,2,0,0
544,0,-3,2,14,0,0,28,-1,0,0,7,5,0,0,0,0,5,0,2,0,6,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0
545,0,0,1,3,0,0,9,0,0,0,0,10,0,0,0,0,3,7,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
546,3,21,41,0,4,3,10,6,3,9,0,4,1,6,1,18,6,2,1,3,4,0,12,16,3,0,3,-5,0,2,5,1,6,0,0,13,0,1,0,15,0,3,4,0,0,0,0,0,4,1,0,0,1,0,0,0
547,10,6,5,0,9,11,26,1,4,6,27,5,1,7,2,6,12,0,6,0,7,0,6,3,1,0,10,3,0,0,37,0,4,0,0,20,12,14,0,0,0,9,4,0,6,0,0,17,1,1,1,0,0,0,0,0
548,6,7,14,10,2,6,43,4,4,1,58,7,0,22,0,9,5,10,4,28,4,1,6,2,5,37,8,10,0,1,11,0,4,0,12,13,0,0,1,13,0,8,5,1,0,1,5,2,2,1,3,0,0,1,0,0
549,2,6,28,10,6,5,35,0,1,1,86,7,1,12,1,12,2,6,6,8,14,3,-1,2,4,0,6,6,0,1,15,0,2,4,0,15,0,0,0,15,0,9,2,0,0,0,4,6,1,1,1,3,0,14,0,0
550,10,7,45,7,5,6,48,0,0,2,104,2,0,8,0,8,4,6,3,20,7,0,2,4,2,0,1,2,0,39,14,0,7,0,0,11,18,21,0,6,1,8,3,0,0,2,0,4,3,0,1,0,0,2,0,0
551,0,0,1,26,0,0,23,0,0,0,0,3,0,0,0,0,5,1,5,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0
552,0,0,5,1,0,0,15,0,0,0,0,9,0,0,0,0,2,3,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
553,10,14,40,0,7,13,15,0,9,0,0,7,0,14,0,4,4,13,1,20,16,0,0,7,3,0,0,4,0,7,5,0,6,2,0,14,0,1,0,23,0,6,3,0,0,0,0,0,5,0,0,0,0,0,0,0
554,7,5,31,12,12,8,39,1,7,5,78,1,0,15,1,10,7,0,2,17,20,0,15,4,3,0,4,1,0,0,57,0,9,0,0,20,23,18,0,10,0,15,2,0,10,0,1,9,0,4,1,0,0,0,0,0
555,2,7,29,2,6,21,65,0,6,6,92,12,0,10,0,16,3,1,3,20,12,3,13,2,4,31,7,11,0,0,15,0,7,0,13,14,0,0,2,12,0,6,5,0,0,2,1,18,3,5,5,0,0,3,0,0
556,17,15,47,15,8,5,34,2,3,6,56,2,0,11,1,18,1,10,5,26,8,2,6,2,3,0,4,10,0,2,17,0,3,5,0,20,0,2,0,11,2,4,1,0,0,0,0,6,4,0,3,1,0,5,0,0
557,5,8,43,24,3,3,58,1,1,2,183,7,1,11,0,17,5,6,0,12,2,3,6,7,5,0,8,0,3,10,11,1,7,0,0,31,2,21,0,13,130,10,2,1,0,3,0,0,2,0,1,0,0,2,0,0
558,0,0,2,22,0,0,35,0,0,0,0,9,0,0,0,0,7,1,7,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,1,20,0,0,2,0,0,0,0,0
559,0,0,0,5,0,0,18,0,0,0,0,8,0,0,0,0,5,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,4,14,121,1,2,5,30,0,15,4,0,7,0,20,0,30,-1,15,1,6,26,0,7,15,6,0,2,11,0,7,7,0,2,0,0,27,0,1,0,42,0,13,4,0,0,0,0,0,5,4,1,1,0,3,0,0
561,8,10,-5,30,2,4,64,2,5,9,100,13,0,24,1,14,8,1,6,11,16,1,13,13,4,0,11,2,0,-2,83,0,2,-1,0,59,38,28,0,16,0,34,1,1,10,2,0,6,6,8,4,2,0,5,0,0
562,8,20,93,7,5,3,65,-2,8,5,140,7,3,11,1,21,11,5,5,24,9,0,14,15,5,46,15,13,0,19,29,0,5,0,10,44,0,0,7,15,0,7,1,1,0,2,0,19,1,2,4,0,0,2,0,0
563,15,14,54,11,2,3,77,1,7,8,84,14,0,30,0,24,4,7,2,26,14,0,6,5,5,0,7,9,0,4,27,0,5,4,0,33,0,1,0,17,0,16,3,0,0,5,0,13,4,2,5,1,0,5,0,0
564,9,18,39,42,2,-5,74,2,8,3,292,3,0,32,0,12,7,7,4,26,28,2,9,6,6,0,8,11,0,13,22,0,12,0,0,48,26,7,0,22,0,8,6,1,0,0,0,26,3,2,4,0,0,4,0,0
565,0,0,13,34,0,0,58,0,0,0,0,13,0,0,0,0,9,7,3,0,0,2,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,1,24,0,0,6,0,0,0,0,0
566,0,0,45,12,0,0,28,0,0,0,0,15,0,0,0,0,5,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
567,7,31,10,0,3,6,37,4,9,14,239,6,0,28,0,23,0,15,4,35,16,1,10,17,4,0,1,31,0,20,5,2,13,0,0,50,0,10,0,21,0,28,0,0,0,1,0,1,8,1,2,0,0,7,0,0
568,17,11,51,12,14,5,100,0,8,8,233,8,1,31,2,9,9,12,8,40,40,0,27,5,7,0,11,11,0,1,129,1,7,1,0,93,24,1,0,24,1,36,5,0,7,1,0,23,2,3,9,1,0,0,0,0
569,17,14,-357,6,9,3,108,1,7,7,4,40,0,29,2,22,6,3,1,16,7,2,19,13,10,63,11,15,0,33,17,0,3,0,17,55,0,22,1,20,0,25,7,1,0,0,0,41,10,0,6,0,0,2,0,0
570,12,27,52,6,10,3,139,3,3,8,357,29,0,36,1,16,7,9,3,24,18,1,6,5,8,0,16,12,1,4,19,1,2,10,0,54,0,2,0,30,1,20,4,2,0,3,2,35,0,3,17,0,0,1,0,0
571,25,17,63,23,11,5,145,3,4,6,238,10,0,47,1,20,9,7,5,40,28,1,12,13,6,0,16,20,0,24,14,0,16,0,0,57,34,32,1,36,0,31,5,0,0,0,1,41,9,1,8,0,0,1,0,0
572,0,0,34,27,0,0,96,0,0,0,0,15,0,0,0,0,11,0,9,0,0,1,0,1,0,0,9,0,0,0,18,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
573,0,0,31,2,0,0,47,0,0,0,0,22,0,0,0,0,3,4,4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,33,0,0,4,0,0,0,0,0
574,8,31,23,0,6,2,49,0,12,13,357,10,3,33,0,48,1,8,5,30,44,0,16,18,5,0,0,69,0,8,3,0,19,0,0,65,0,19,1,31,0,52,5,0,0,0,0,1,8,6,5,0,0,2,0,0
575,22,21,43,3,6,12,106,2,0,15,7,33,0,44,1,22,19,7,3,33,32,0,29,7,3,0,27,7,1,2,110,0,7,-3,0,122,34,3,2,41,2,67,4,3,16,5,3,33,6,7,11,0,1,12,0,0
576,29,38,89,37,11,17,176,-1,12,11,8,13,1,41,0,57,6,8,8,25,27,2,25,12,5,82,25,25,0,0,12,3,7,3,16,87,0,45,1,26,9,36,4,0,0,4,2,40,20,6,11,0,0,7,0,0
577,32,15,92,4,4,3,212,3,14,19,799,16,4,47,1,52,10,4,9,11,52,4,16,9,8,0,22,42,4,2,13,1,6,23,0,58,0,0,1,16,2,21,4,1,0,0,12,42,1,3,13,3,0,4,0,0
578,23,26,112,53,6,12,198,1,9,17,315,16,1,47,0,51,8,12,6,21,46,4,14,40,10,0,19,31,0,91,23,2,9,7,0,67,41,40,0,33,0,54,9,1,0,2,1,28,2,4,13,0,0,7,0,0
579,0,0,62,36,0,0,161,0,0,0,0,37,0,0,0,0,11,2,16,0,0,1,0,0,0,0,16,0,0,0,22,0,0,0,0,0,0,0,0,31,3,0,0,1,0,0,2,58,0,0,10,0,0,0,0,0
580,0,0,45,3,0,0,60,0,0,0,0,19,0,0,0,0,2,3,5,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0
581,26,52,33,0,4,5,59,2,12,23,464,26,4,65,5,61,3,12,5,26,61,0,35,34,7,0,0,101,0,2,5,0,28,-2,0,59,0,12,0,30,0,56,9,0,0,0,0,0,18,4,4,0,1,8,0,0
582,48,16,68,38,16,33,210,4,9,29,6,16,2,45,3,35,20,3,8,46,30,1,57,27,8,0,22,10,0,3,157,0,18,0,0,139,40,1,0,45,3,111,2,2,26,13,0,0,7,8,16,11,0,1,0,0
583,31,44,140,0,4,10,248,4,12,18,9,29,1,88,3,56,21,7,11,24,0,8,20,65,7,136,33,33,0,36,24,1,22,0,42,110,0,39,2,25,12,22,5,3,0,11,2,0,8,5,20,-5,0,19,0,0
584,31,66,115,23,13,13,261,2,10,9,901,31,2,91,2,64,11,9,-4,22,69,0,12,23,11,0,27,56,3,1,15,2,15,20,0,72,0,0,1,32,3,34,9,1,0,0,0,103,3,8,8,0,0,13,0,0
585,30,19,122,63,7,9,291,3,8,18,347,23,2,59,5,46,19,15,8,35,40,9,21,18,6,0,22,39,1,13,29,2,39,3,0,61,70,73,2,30,3,65,8,4,0,0,2,50,8,2,18,2,0,5,0,0
586,0,0,71,55,0,0,222,0,0,0,0,24,0,0,0,0,18,8,12,0,0,5,0,4,0,0,28,0,0,0,13,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,2,66,0,0,19,0,0,0,0,0
587,0,0,70,8,0,0,109,0,0,0,0,23,0,0,0,0,5,0,12,0,0,2,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,0
588,24,52,47,0,10,7,125,3,5,40,574,31,5,85,1,94,15,19,9,46,81,0,46,53,6,0,1,110,0,8,10,0,41,0,0,0,0,25,5,33,0,82,7,0,0,0,0,0,5,4,6,0,0,10,0,0
589,47,28,70,-1,17,17,230,3,6,41,8,24,1,96,1,57,18,12,10,31,56,0,72,30,6,0,21,36,1,6,133,1,32,0,0,0,67,1,2,22,3,48,6,0,23,6,2,61,31,13,28,1,4,10,0,0
590,33,35,124,67,11,34,328,4,6,22,10,28,2,125,3,61,20,5,10,29,32,13,29,16,6,189,0,86,1,21,35,1,19,0,39,223,0,68,0,35,7,81,11,1,0,4,2,8,8,3,15,2,1,22,0,0
591,33,37,166,26,15,13,336,5,12,24,1338,50,0,131,1,96,17,22,16,26,36,4,25,42,22,0,90,59,0,3,17,2,18,36,0,74,0,0,2,34,1,17,15,1,0,0,3,39,8,4,9,1,0,11,0,0
592,45,42,144,80,14,12,288,0,6,24,415,24,1,110,5,84,10,24,11,18,76,7,25,23,5,0,27,38,1,44,20,1,20,0,0,51,81,54,1,19,0,33,8,2,0,0,3,64,0,4,14,0,1,0,0,0
593,0,0,91,38,0,0,265,0,0,0,0,16,0,0,0,0,13,0,10,0,0,1,0,3,0,0,28,0,0,0,5,1,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,20,0,0,9,0,0,7,0,0
594,0,0,93,1,0,0,150,0,0,0,0,42,0,0,0,0,6,5,12,0,0,10,0,0,0,0,15,0,0,2,8,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0
595,0,0,15,1,0,15,47,0,0,0,0,30,0,0,0,0,4,22,14,0,0,2,0,0,0,0,3,164,0,0,2,0,30,0,0,0,0,0,0,13,0,124,0,0,0,0,0,1,0,0,4,0,0,24,0,0
596,48,83,73,54,12,3,169,3,27,54,649,32,5,217,4,122,26,6,7,21,90,0,53,53,12,0,10,27,1,3,11,0,18,1,0,72,73,34,2,38,0,21,10,0,21,2,0,4,32,8,5,5,2,3,0,0
597,59,72,153,26,16,18,302,0,8,47,4,19,4,49,1,77,29,17,21,33,81,0,86,38,9,207,38,24,0,55,134,0,30,20,30,136,0,54,3,34,3,102,15,3,0,6,6,68,15,9,21,1,1,18,0,0
598,64,24,176,62,18,32,402,3,10,20,1296,68,5,181,5,94,17,13,9,44,74,7,50,39,9,0,52,54,1,2,29,1,33,1,0,77,0,0,2,27,6,83,8,4,0,0,5,64,21,2,18,0,0,20,0,0
599,57,52,164,6,18,24,413,3,21,17,499,18,6,148,5,73,15,14,15,21,11,8,24,32,18,0,37,99,1,64,24,1,26,8,0,64,134,62,5,30,0,35,20,0,0,2,8,53,18,4,17,0,5,18,0,0
600,0,0,87,36,0,0,316,0,0,0,0,37,0,0,0,0,15,0,20,0,0,12,0,4,0,0,31,0,0,0,14,3,0,0,0,0,0,0,0,33,0,0,0,2,0,0,2,68,0,0,11,0,0,0,0,0
601,5,0,50,4,0,0,136,0,0,0,0,19,0,0,0,0,4,4,17,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,3,8,0,3,0,0,0,0,0
602,60,124,113,0,19,19,118,0,16,32,0,41,9,153,2,171,21,28,13,26,116,0,65,56,11,0,2,157,0,8,1,1,53,0,0,65,0,33,4,31,0,71,14,0,0,1,0,2,13,8,5,3,9,31,0,0
603,53,39,110,117,24,14,315,5,13,44,482,46,6,121,5,59,22,19,16,35,126,0,92,35,12,1,83,43,2,3,116,3,29,22,0,120,111,1,4,36,2,85,12,3,39,7,8,40,21,5,25,0,2,23,0,0
604,48,53,225,29,15,20,417,8,11,43,3,33,1,225,4,100,21,18,12,26,87,11,71,57,41,231,45,134,0,24,20,1,52,1,64,77,0,64,1,28,9,39,18,4,0,2,7,66,53,11,16,0,0,35,0,0
605,56,52,178,27,16,16,366,3,15,10,1554,45,1,190,0,119,26,7,21,32,66,8,35,54,14,0,72,49,0,8,20,2,37,0,0,48,0,0,3,33,2,65,13,4,0,0,3,72,40,7,11,1,0,17,0,0
606,57,62,123,19,21,21,358,2,8,21,429,29,2,110,5,95,17,24,12,24,52,15,37,53,13,0,44,82,0,57,20,2,35,16,0,52,206,77,4,17,0,49,13,1,0,1,2,192,13,12,9,0,9,57,0,0
607,0,0,86,108,0,0,295,0,0,0,0,17,0,0,0,0,17,0,13,0,0,8,0,6,0,0,33,0,0,0,15,2,0,0,0,0,0,0,0,23,7,0,0,1,0,0,1,161,23,0,8,0,0,0,0,0
608,0,0,72,26,0,0,97,0,0,0,0,38,0,0,0,0,8,16,0,0,0,12,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0
609,63,100,52,0,10,10,109,3,17,25,644,23,3,180,1,157,12,20,0,35,109,0,74,71,10,0,2,107,0,53,2,0,70,-1,0,55,0,38,5,37,0,56,14,0,0,5,0,0,13,10,2,0,2,54,0,0
610,53,24,86,71,25,18,346,5,25,30,5,57,1,167,4,36,38,22,46,38,0,0,82,42,18,-1,68,107,4,3,187,3,52,15,0,85,125,0,3,17,7,61,11,8,37,6,18,250,13,14,16,0,0,17,0,0
611,51,52,158,74,24,23,384,9,12,25,3,43,2,184,4,135,24,14,23,30,226,12,76,48,14,276,66,85,0,6,16,0,45,7,82,99,0,90,1,29,2,22,19,2,0,1,5,205,25,13,13,2,0,26,0,0
612,64,47,130,69,23,21,446,5,19,12,1213,39,2,200,3,72,24,15,16,35,63,12,28,47,24,0,32,44,1,2,28,0,54,-1,-1,45,0,2,6,20,13,42,16,0,0,7,2,133,33,16,4,0,3,25,0,0
613,50,42,178,10,14,19,408,1,9,21,475,61,3,134,3,90,19,14,14,32,84,9,34,29,27,0,34,123,0,58,11,3,48,18,0,39,224,84,10,13,0,30,14,3,0,44,0,123,33,18,8,0,0,31,0,0
614,0,0,30,69,0,0,258,0,0,0,0,16,0,0,0,0,16,1,7,0,0,0,0,13,0,0,64,0,0,0,17,2,0,0,0,0,0,0,0,14,0,0,0,7,0,0,4,101,0,0,10,0,0,0,0,0
615,0,0,16,6,0,0,145,0,0,0,0,51,0,0,0,0,5,13,15,0,0,10,0,1,0,0,13,0,0,0,3,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
